MeasureName,UsageType,MonthYear,M_Value,TransType
value_m,Purchasing via online channels by credit cards,FEB 2018,2236.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,FEB 2018,4239.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,FEB 2018,228.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,FEB 2018,6013.0,Foreign-TH
volume_k,Cash withdrawal,MAR 2018,871.0,Foreign-TH
volume_k,Cash advance,MAR 2018,928.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,MAR 2018,3335.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,MAR 2018,428.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,MAR 2018,1183.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,MAR 2018,52.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,MAR 2018,2044.0,Foreign-TH
value_m,Cash withdrawal,MAR 2018,5303.0,Foreign-TH
value_m,Cash advance,MAR 2018,7434.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,MAR 2018,18955.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,MAR 2018,2456.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,MAR 2018,4156.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,MAR 2018,242.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,MAR 2018,4778.0,Foreign-TH
volume_k,Cash withdrawal,APR 2018,804.0,Foreign-TH
volume_k,Cash advance,APR 2018,799.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,APR 2018,3045.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,APR 2018,432.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,APR 2018,1106.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,APR 2018,58.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,APR 2018,2464.0,Foreign-TH
value_m,Cash withdrawal,APR 2018,4819.0,Foreign-TH
value_m,Cash advance,APR 2018,6263.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,APR 2018,16688.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,APR 2018,2254.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,APR 2018,3805.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,APR 2018,217.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,APR 2018,4942.0,Foreign-TH
volume_k,Cash withdrawal,MAY 2018,775.0,Foreign-TH
volume_k,Cash advance,MAY 2018,716.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,MAY 2018,2751.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,MAY 2018,458.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,MAY 2018,983.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,MAY 2018,62.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,MAY 2018,2353.0,Foreign-TH
value_m,Cash withdrawal,MAY 2018,4354.0,Foreign-TH
value_m,Cash advance,MAY 2018,5367.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,MAY 2018,14600.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,MAY 2018,2224.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,MAY 2018,3199.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,MAY 2018,212.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,MAY 2018,4627.0,Foreign-TH
volume_k,Cash withdrawal,JUN 2018,764.0,Foreign-TH
volume_k,Cash advance,JUN 2018,679.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,JUN 2018,2826.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,JUN 2018,428.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,JUN 2018,992.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,JUN 2018,59.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,JUN 2018,2567.0,Foreign-TH
value_m,Cash withdrawal,JUN 2018,4263.0,Foreign-TH
value_m,Cash advance,JUN 2018,5018.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,JUN 2018,14939.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,JUN 2018,2067.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,JUN 2018,3171.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,JUN 2018,205.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,JUN 2018,4713.0,Foreign-TH
volume_k,Cash withdrawal,JUL 2018,820.0,Foreign-TH
volume_k,Cash advance,JUL 2018,782.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,JUL 2018,3034.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,JUL 2018,467.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,JUL 2018,1190.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,JUL 2018,64.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,JUL 2018,2743.0,Foreign-TH
value_m,Cash withdrawal,JUL 2018,4661.0,Foreign-TH
value_m,Cash advance,JUL 2018,5954.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,JUL 2018,16534.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,JUL 2018,2306.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,JUL 2018,3858.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,JUL 2018,220.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,JUL 2018,4807.0,Foreign-TH
volume_k,Cash withdrawal,AUG 2018,823.0,Foreign-TH
volume_k,Cash advance,AUG 2018,826.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,AUG 2018,3291.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,AUG 2018,472.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,AUG 2018,1213.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,AUG 2018,68.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,AUG 2018,2841.0,Foreign-TH
value_m,Cash withdrawal,AUG 2018,4608.0,Foreign-TH
value_m,Cash advance,AUG 2018,6177.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,AUG 2018,17468.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,AUG 2018,2129.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,AUG 2018,3953.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,AUG 2018,223.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,AUG 2018,4867.0,Foreign-TH
volume_k,Cash withdrawal,SEP 2018,771.0,Foreign-TH
volume_k,Cash advance,SEP 2018,742.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,SEP 2018,3086.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,SEP 2018,459.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,SEP 2018,1007.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,SEP 2018,66.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,SEP 2018,2370.0,Foreign-TH
value_m,Cash withdrawal,SEP 2018,4073.0,Foreign-TH
value_m,Cash advance,SEP 2018,5199.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,SEP 2018,14595.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,SEP 2018,2102.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,SEP 2018,3007.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,SEP 2018,216.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,SEP 2018,3946.0,Foreign-TH
volume_k,Cash withdrawal,OCT 2018,790.0,Foreign-TH
volume_k,Cash advance,OCT 2018,784.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,OCT 2018,3253.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,OCT 2018,521.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,OCT 2018,1259.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,OCT 2018,85.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,OCT 2018,2449.0,Foreign-TH
value_m,Cash withdrawal,OCT 2018,4252.0,Foreign-TH
value_m,Cash advance,OCT 2018,5539.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,OCT 2018,15884.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,OCT 2018,2422.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,OCT 2018,3827.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,OCT 2018,409.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,OCT 2018,4162.0,Foreign-TH
volume_k,Cash withdrawal,NOV 2018,860.0,Foreign-TH
volume_k,Cash advance,NOV 2018,904.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,NOV 2018,3728.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,NOV 2018,619.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,NOV 2018,1292.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,NOV 2018,94.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,NOV 2018,2271.0,Foreign-TH
value_m,Cash withdrawal,NOV 2018,4906.0,Foreign-TH
value_m,Cash advance,NOV 2018,6596.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,NOV 2018,18482.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,NOV 2018,2498.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,NOV 2018,3900.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,NOV 2018,396.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,NOV 2018,3770.0,Foreign-TH
volume_k,Cash withdrawal,DEC 2018,1049.0,Foreign-TH
volume_k,Cash advance,DEC 2018,1081.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,DEC 2018,4151.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,DEC 2018,629.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,DEC 2018,1509.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,DEC 2018,99.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,DEC 2018,2609.0,Foreign-TH
value_m,Cash withdrawal,DEC 2018,6535.0,Foreign-TH
value_m,Cash advance,DEC 2018,8392.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,DEC 2018,20458.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,DEC 2018,2405.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,DEC 2018,4604.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,DEC 2018,393.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,DEC 2018,4277.0,Foreign-TH
volume_k,Cash withdrawal,JAN 2019,923.0,Foreign-TH
volume_k,Cash advance,JAN 2019,1140.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,JAN 2019,4706.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,JAN 2019,657.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,JAN 2019,2096.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,JAN 2019,106.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,JAN 2019,3418.0,Foreign-TH
value_m,Cash withdrawal,JAN 2019,5618.0,Foreign-TH
value_m,Cash advance,JAN 2019,8778.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,JAN 2019,23205.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,JAN 2019,2686.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,JAN 2019,6605.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,JAN 2019,418.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,JAN 2019,6089.0,Foreign-TH
volume_k,Cash withdrawal,FEB 2019,844.0,Foreign-TH
volume_k,Cash advance,FEB 2019,1061.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,FEB 2019,4235.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,FEB 2019,586.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,FEB 2019,1918.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,FEB 2019,92.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,FEB 2019,3750.0,Foreign-TH
value_m,Cash withdrawal,FEB 2019,4905.0,Foreign-TH
value_m,Cash advance,FEB 2019,7794.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,FEB 2019,20189.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,FEB 2019,1969.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,FEB 2019,5923.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,FEB 2019,290.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,FEB 2019,7233.0,Foreign-TH
volume_k,Cash withdrawal,MAR 2019,867.0,Foreign-TH
volume_k,Cash advance,MAR 2019,1078.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,MAR 2019,3620.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,MAR 2019,692.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,MAR 2019,1766.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,MAR 2019,105.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,MAR 2019,3325.0,Foreign-TH
value_m,Cash withdrawal,MAR 2019,4957.0,Foreign-TH
value_m,Cash advance,MAR 2019,7536.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,MAR 2019,16957.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,MAR 2019,2118.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,MAR 2019,5596.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,MAR 2019,317.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,MAR 2019,6935.0,Foreign-TH
volume_k,Cash withdrawal,APR 2019,810.0,Foreign-TH
volume_k,Cash advance,APR 2019,988.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,APR 2019,4101.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,APR 2019,623.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,APR 2019,1604.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,APR 2019,99.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,APR 2019,3154.0,Foreign-TH
value_m,Cash withdrawal,APR 2019,4581.0,Foreign-TH
value_m,Cash advance,APR 2019,6801.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,APR 2019,17258.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,APR 2019,1662.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,APR 2019,4689.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,APR 2019,253.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,APR 2019,6242.0,Foreign-TH
volume_k,Cash withdrawal,MAY 2019,754.0,Foreign-TH
volume_k,Cash advance,MAY 2019,906.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,MAY 2019,3604.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,MAY 2019,609.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,MAY 2019,1371.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,MAY 2019,96.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,MAY 2019,2998.0,Foreign-TH
value_m,Cash withdrawal,MAY 2019,3996.0,Foreign-TH
value_m,Cash advance,MAY 2019,5640.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,MAY 2019,14640.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,MAY 2019,1550.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,MAY 2019,3652.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,MAY 2019,242.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,MAY 2019,5558.0,Foreign-TH
volume_k,Cash withdrawal,JUN 2019,718.0,Foreign-TH
volume_k,Cash advance,JUN 2019,901.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,JUN 2019,3563.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,JUN 2019,591.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,JUN 2019,1371.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,JUN 2019,93.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,JUN 2019,2953.0,Foreign-TH
value_m,Cash withdrawal,JUN 2019,3736.0,Foreign-TH
value_m,Cash advance,JUN 2019,5362.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,JUN 2019,14367.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,JUN 2019,1472.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,JUN 2019,3610.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,JUN 2019,221.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,JUN 2019,4918.0,Foreign-TH
volume_k,Cash withdrawal,JUL 2019,765.0,Foreign-TH
volume_k,Cash advance,JUL 2019,1024.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,JUL 2019,4115.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,JUL 2019,655.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,JUL 2019,1619.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,JUL 2019,105.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,JUL 2019,3256.0,Foreign-TH
value_m,Cash withdrawal,JUL 2019,3984.0,Foreign-TH
value_m,Cash advance,JUL 2019,6329.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,JUL 2019,16721.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,JUL 2019,1642.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,JUL 2019,4450.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,JUL 2019,265.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,JUL 2019,5721.0,Foreign-TH
volume_k,Cash withdrawal,AUG 2019,746.0,Foreign-TH
volume_k,Cash advance,AUG 2019,1056.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,AUG 2019,4548.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,AUG 2019,677.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,AUG 2019,1691.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,AUG 2019,112.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,AUG 2019,3548.0,Foreign-TH
value_m,Cash withdrawal,AUG 2019,3864.0,Foreign-TH
value_m,Cash advance,AUG 2019,6440.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,AUG 2019,17460.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,AUG 2019,1592.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,AUG 2019,4688.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,AUG 2019,266.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,AUG 2019,6295.0,Foreign-TH
volume_k,Cash withdrawal,SEP 2019,763.0,Foreign-TH
volume_k,Cash advance,SEP 2019,940.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,SEP 2019,4190.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,SEP 2019,668.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,SEP 2019,1385.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,SEP 2019,115.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,SEP 2019,3248.0,Foreign-TH
value_m,Cash withdrawal,SEP 2019,3699.0,Foreign-TH
value_m,Cash advance,SEP 2019,5350.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,SEP 2019,14556.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,SEP 2019,1458.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,SEP 2019,3530.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,SEP 2019,258.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,SEP 2019,6907.0,Foreign-TH
volume_k,Cash withdrawal,OCT 2019,804.0,Foreign-TH
volume_k,Cash advance,OCT 2019,1015.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,OCT 2019,4472.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,OCT 2019,741.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,OCT 2019,1472.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,OCT 2019,128.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,OCT 2019,3369.0,Foreign-TH
value_m,Cash withdrawal,OCT 2019,3951.0,Foreign-TH
value_m,Cash advance,OCT 2019,5946.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,OCT 2019,16415.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,OCT 2019,1747.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,OCT 2019,4092.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,OCT 2019,303.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,OCT 2019,7400.0,Foreign-TH
volume_k,Cash withdrawal,NOV 2019,767.0,Foreign-TH
volume_k,Cash advance,NOV 2019,1126.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,NOV 2019,4929.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,NOV 2019,912.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,NOV 2019,1526.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,NOV 2019,150.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,NOV 2019,2958.0,Foreign-TH
value_m,Cash withdrawal,NOV 2019,3984.0,Foreign-TH
value_m,Cash advance,NOV 2019,6895.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,NOV 2019,18790.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,NOV 2019,1970.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,NOV 2019,4215.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,NOV 2019,352.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,NOV 2019,6365.0,Foreign-TH
volume_k,Cash withdrawal,DEC 2019,897.0,Foreign-TH
volume_k,Cash advance,DEC 2019,1298.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,DEC 2019,5736.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,DEC 2019,1039.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,DEC 2019,1813.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,DEC 2019,163.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,DEC 2019,3264.0,Foreign-TH
value_m,Cash withdrawal,DEC 2019,5215.0,Foreign-TH
value_m,Cash advance,DEC 2019,8725.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,DEC 2019,22284.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,DEC 2019,2604.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,DEC 2019,5082.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,DEC 2019,386.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,DEC 2019,7242.0,Foreign-TH
volume_k,Cash withdrawal,JAN 2020,386.0,Foreign-TH
volume_k,Cash advance,JAN 2020,1337.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,JAN 2020,5967.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,JAN 2020,1053.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,JAN 2020,2457.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,JAN 2020,178.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,JAN 2020,4582.0,Foreign-TH
value_m,Cash withdrawal,JAN 2020,3286.0,Foreign-TH
value_m,Cash advance,JAN 2020,9175.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,JAN 2020,23481.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,JAN 2020,2030.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,JAN 2020,6793.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,JAN 2020,426.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,JAN 2020,9740.0,Foreign-TH
volume_k,Cash withdrawal,FEB 2020,309.0,Foreign-TH
volume_k,Cash advance,FEB 2020,1314.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,FEB 2020,4730.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,FEB 2020,847.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,FEB 2020,1376.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,FEB 2020,149.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,FEB 2020,1946.0,Foreign-TH
value_m,Cash withdrawal,FEB 2020,2675.0,Foreign-TH
value_m,Cash advance,FEB 2020,8331.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,FEB 2020,16314.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,FEB 2020,1227.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,FEB 2020,3359.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,FEB 2020,271.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,FEB 2020,2716.0,Foreign-TH
volume_k,Cash withdrawal,MAR 2020,173.0,Foreign-TH
volume_k,Cash advance,MAR 2020,1124.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,MAR 2020,3277.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,MAR 2020,609.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,MAR 2020,850.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,MAR 2020,129.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,MAR 2020,1275.0,Foreign-TH
value_m,Cash withdrawal,MAR 2020,1561.0,Foreign-TH
value_m,Cash advance,MAR 2020,6492.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by credit cards,MAR 2020,9742.0,Foreign-TH
value_m,Purchasing via online channels by credit cards,MAR 2020,804.0,Foreign-TH
value_m,Purchasing via EFTPOS terminal by debit cards,MAR 2020,1945.0,Foreign-TH
value_m,Purchasing via online channels by debit cards,MAR 2020,196.0,Foreign-TH
value_m,Purchasing at point of sale by e-money,MAR 2020,1872.0,Foreign-TH
volume_k,Cash withdrawal,APR 2020,50.0,Foreign-TH
volume_k,Cash advance,APR 2020,1339.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by credit cards,APR 2020,1273.0,Foreign-TH
volume_k,Purchasing via online channels by credit cards,APR 2020,338.0,Foreign-TH
volume_k,Purchasing via EFTPOS terminal by debit cards,APR 2020,141.0,Foreign-TH
volume_k,Purchasing via online channels by debit cards,APR 2020,87.0,Foreign-TH
volume_k,Purchasing at point of sale by e-money,APR 2020,381.0,Foreign-TH
