BankType,ChannelType,MonthYear,M_Value,MeasureName,TransType
Bank,Leased Line,APR 2014,669.98,volume_k,e-Payments (Royal Decree)
Bank,Telephone,APR 2014,166.19,volume_k,e-Payments (Royal Decree)
Bank,Others,APR 2014,6.91,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,APR 2014,470.1,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,APR 2014,10677.53,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,APR 2014,16136.02,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,APR 2014,146.28,volume_k,e-Payments (Royal Decree)
Non-bank,Others,APR 2014,810.47,volume_k,e-Payments (Royal Decree)
Bank,Counter,MAY 2014,712.99,volume_k,e-Payments (Royal Decree)
Bank,ATM,MAY 2014,34318.19,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,MAY 2014,23424.3,volume_k,e-Payments (Royal Decree)
Bank,Internet,MAY 2014,15979.02,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,MAY 2014,8184.37,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,MAY 2014,653.93,volume_k,e-Payments (Royal Decree)
Bank,Telephone,MAY 2014,175.52,volume_k,e-Payments (Royal Decree)
Bank,Others,MAY 2014,7.04,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,MAY 2014,587.25,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,MAY 2014,10674.27,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,MAY 2014,17094.58,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,MAY 2014,155.61,volume_k,e-Payments (Royal Decree)
Non-bank,Others,MAY 2014,820.79,volume_k,e-Payments (Royal Decree)
Bank,Counter,JUN 2014,744.85,volume_k,e-Payments (Royal Decree)
Bank,ATM,JUN 2014,33758.75,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,JUN 2014,23684.38,volume_k,e-Payments (Royal Decree)
Bank,Internet,JUN 2014,16259.72,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,JUN 2014,8639.93,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,JUN 2014,699.53,volume_k,e-Payments (Royal Decree)
Bank,Telephone,JUN 2014,169.27,volume_k,e-Payments (Royal Decree)
Bank,Others,JUN 2014,7.44,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,JUN 2014,672.08,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,JUN 2014,10497.58,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,JUN 2014,16313.23,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,JUN 2014,151.42,volume_k,e-Payments (Royal Decree)
Non-bank,Others,JUN 2014,864.28,volume_k,e-Payments (Royal Decree)
Bank,Counter,JUL 2014,751.25,volume_k,e-Payments (Royal Decree)
Bank,ATM,JUL 2014,34932.74,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,JUL 2014,24191.54,volume_k,e-Payments (Royal Decree)
Bank,Internet,JUL 2014,17160.09,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,JUL 2014,8859.09,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,JUL 2014,707.01,volume_k,e-Payments (Royal Decree)
Bank,Telephone,JUL 2014,128.37,volume_k,e-Payments (Royal Decree)
Bank,Others,JUL 2014,7.87,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,JUL 2014,665.23,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,JUL 2014,10721.69,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,JUL 2014,16286.18,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,JUL 2014,114.34,volume_k,e-Payments (Royal Decree)
Non-bank,Others,JUL 2014,824.65,volume_k,e-Payments (Royal Decree)
Bank,Counter,AUG 2014,749.55,volume_k,e-Payments (Royal Decree)
Bank,ATM,AUG 2014,37630.86,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,AUG 2014,24232.05,volume_k,e-Payments (Royal Decree)
Bank,Internet,AUG 2014,16554.52,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,AUG 2014,9949.13,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,AUG 2014,671.79,volume_k,e-Payments (Royal Decree)
Bank,Telephone,AUG 2014,122.29,volume_k,e-Payments (Royal Decree)
Bank,Others,AUG 2014,8.16,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,AUG 2014,632.38,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,AUG 2014,10949.83,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,AUG 2014,16738.0,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,AUG 2014,115.54,volume_k,e-Payments (Royal Decree)
Non-bank,Others,AUG 2014,879.31,volume_k,e-Payments (Royal Decree)
Bank,Counter,SEP 2014,848.17,volume_k,e-Payments (Royal Decree)
Bank,ATM,SEP 2014,35605.46,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,SEP 2014,23927.73,volume_k,e-Payments (Royal Decree)
Bank,Internet,SEP 2014,17012.69,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,SEP 2014,10570.17,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,SEP 2014,690.19,volume_k,e-Payments (Royal Decree)
Bank,Telephone,SEP 2014,122.77,volume_k,e-Payments (Royal Decree)
Bank,Others,SEP 2014,8.48,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,SEP 2014,686.49,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,SEP 2014,10550.54,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,SEP 2014,16123.74,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,SEP 2014,112.87,volume_k,e-Payments (Royal Decree)
Non-bank,Others,SEP 2014,831.6,volume_k,e-Payments (Royal Decree)
Bank,Counter,OCT 2014,846.27,volume_k,e-Payments (Royal Decree)
Bank,ATM,OCT 2014,36632.76,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,OCT 2014,24768.92,volume_k,e-Payments (Royal Decree)
Bank,Internet,OCT 2014,17677.07,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,OCT 2014,11460.35,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,OCT 2014,652.72,volume_k,e-Payments (Royal Decree)
Bank,Telephone,OCT 2014,119.68,volume_k,e-Payments (Royal Decree)
Bank,Others,OCT 2014,8.79,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,OCT 2014,628.75,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,OCT 2014,11005.31,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,OCT 2014,3781.69,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,OCT 2014,117.91,volume_k,e-Payments (Royal Decree)
Non-bank,Others,OCT 2014,15135.41,volume_k,e-Payments (Royal Decree)
Bank,Counter,NOV 2014,774.2,volume_k,e-Payments (Royal Decree)
Bank,ATM,NOV 2014,35427.77,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,NOV 2014,24027.56,volume_k,e-Payments (Royal Decree)
Bank,Internet,NOV 2014,17285.94,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,NOV 2014,11630.97,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,NOV 2014,618.44,volume_k,e-Payments (Royal Decree)
Bank,Telephone,NOV 2014,110.99,volume_k,e-Payments (Royal Decree)
Bank,Others,NOV 2014,9.18,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,NOV 2014,591.93,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,NOV 2014,10818.29,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,NOV 2014,3733.65,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,NOV 2014,115.79,volume_k,e-Payments (Royal Decree)
Non-bank,Others,NOV 2014,15341.4,volume_k,e-Payments (Royal Decree)
Bank,Counter,DEC 2014,846.49,volume_k,e-Payments (Royal Decree)
Bank,ATM,DEC 2014,36618.68,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,DEC 2014,27779.18,volume_k,e-Payments (Royal Decree)
Bank,Internet,DEC 2014,18535.05,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,DEC 2014,12619.42,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,DEC 2014,650.6,volume_k,e-Payments (Royal Decree)
Bank,Telephone,DEC 2014,116.72,volume_k,e-Payments (Royal Decree)
Bank,Others,DEC 2014,9.45,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,DEC 2014,604.06,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,DEC 2014,12285.79,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,DEC 2014,4251.79,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,DEC 2014,121.57,volume_k,e-Payments (Royal Decree)
Non-bank,Others,DEC 2014,16153.44,volume_k,e-Payments (Royal Decree)
Bank,Counter,JAN 2015,776.55,volume_k,e-Payments (Royal Decree)
Bank,ATM,JAN 2015,34154.28,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,JAN 2015,25517.36,volume_k,e-Payments (Royal Decree)
Bank,Internet,JAN 2015,15236.38,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,JAN 2015,14863.2,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,JAN 2015,529.82,volume_k,e-Payments (Royal Decree)
Bank,Telephone,JAN 2015,101.43,volume_k,e-Payments (Royal Decree)
Bank,Others,JAN 2015,2.16,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,JAN 2015,476.85,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,JAN 2015,10054.43,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,JAN 2015,4435.24,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,JAN 2015,127.02,volume_k,e-Payments (Royal Decree)
Non-bank,Others,JAN 2015,16677.45,volume_k,e-Payments (Royal Decree)
Bank,Counter,FEB 2015,774.72,volume_k,e-Payments (Royal Decree)
Bank,ATM,FEB 2015,33747.01,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,FEB 2015,23400.57,volume_k,e-Payments (Royal Decree)
Bank,Internet,FEB 2015,15272.0,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,FEB 2015,15379.34,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,FEB 2015,568.17,volume_k,e-Payments (Royal Decree)
Bank,Telephone,FEB 2015,94.99,volume_k,e-Payments (Royal Decree)
Bank,Others,FEB 2015,2.14,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,FEB 2015,564.72,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,FEB 2015,9132.23,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,FEB 2015,4341.21,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,FEB 2015,148.35,volume_k,e-Payments (Royal Decree)
Non-bank,Others,FEB 2015,15985.88,volume_k,e-Payments (Royal Decree)
Bank,Counter,MAR 2015,845.79,volume_k,e-Payments (Royal Decree)
Bank,ATM,MAR 2015,37292.51,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,MAR 2015,26545.3,volume_k,e-Payments (Royal Decree)
Bank,Internet,MAR 2015,16646.36,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,MAR 2015,18147.07,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,MAR 2015,550.98,volume_k,e-Payments (Royal Decree)
Bank,Telephone,MAR 2015,105.57,volume_k,e-Payments (Royal Decree)
Bank,Others,MAR 2015,2.6,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,MAR 2015,562.28,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,MAR 2015,10641.14,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,MAR 2015,4522.09,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,MAR 2015,166.93,volume_k,e-Payments (Royal Decree)
Non-bank,Others,MAR 2015,18830.08,volume_k,e-Payments (Royal Decree)
Bank,Counter,APR 2015,727.31,volume_k,e-Payments (Royal Decree)
Bank,ATM,APR 2015,31981.23,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,APR 2015,25113.15,volume_k,e-Payments (Royal Decree)
Bank,Internet,APR 2015,15778.25,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,APR 2015,17383.06,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,APR 2015,526.18,volume_k,e-Payments (Royal Decree)
Bank,Telephone,APR 2015,103.88,volume_k,e-Payments (Royal Decree)
Bank,Others,APR 2015,5.01,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,APR 2015,399.47,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,APR 2015,10557.3,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,APR 2015,4614.22,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,APR 2015,175.79,volume_k,e-Payments (Royal Decree)
Non-bank,Others,APR 2015,18549.89,volume_k,e-Payments (Royal Decree)
Bank,Counter,MAY 2015,758.24,volume_k,e-Payments (Royal Decree)
Bank,ATM,MAY 2015,36129.8,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,MAY 2015,25104.13,volume_k,e-Payments (Royal Decree)
Bank,Internet,MAY 2015,16544.21,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,MAY 2015,19679.66,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,MAY 2015,474.46,volume_k,e-Payments (Royal Decree)
Bank,Telephone,MAY 2015,88.9,volume_k,e-Payments (Royal Decree)
Bank,Others,MAY 2015,5.02,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,MAY 2015,489.22,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,MAY 2015,10653.57,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,MAY 2015,4592.87,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,MAY 2015,262.72,volume_k,e-Payments (Royal Decree)
Non-bank,Others,MAY 2015,19727.36,volume_k,e-Payments (Royal Decree)
Bank,Counter,JUN 2015,841.96,volume_k,e-Payments (Royal Decree)
Bank,ATM,JUN 2015,35168.46,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,JUN 2015,26056.24,volume_k,e-Payments (Royal Decree)
Bank,Internet,JUN 2015,16454.98,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,JUN 2015,20412.85,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,JUN 2015,496.82,volume_k,e-Payments (Royal Decree)
Bank,Telephone,JUN 2015,94.42,volume_k,e-Payments (Royal Decree)
Bank,Others,JUN 2015,5.0,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,JUN 2015,586.19,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,JUN 2015,10809.7,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,JUN 2015,4650.48,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,JUN 2015,320.51,volume_k,e-Payments (Royal Decree)
Non-bank,Others,JUN 2015,19593.76,volume_k,e-Payments (Royal Decree)
Bank,Counter,JUL 2015,825.35,volume_k,e-Payments (Royal Decree)
Bank,ATM,JUL 2015,36505.57,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,JUL 2015,26333.53,volume_k,e-Payments (Royal Decree)
Bank,Internet,JUL 2015,16902.3,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,JUL 2015,21537.6,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,JUL 2015,498.41,volume_k,e-Payments (Royal Decree)
Bank,Telephone,JUL 2015,89.76,volume_k,e-Payments (Royal Decree)
Bank,Others,JUL 2015,5.07,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,JUL 2015,557.04,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,JUL 2015,10868.17,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,JUL 2015,4828.44,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,JUL 2015,327.91,volume_k,e-Payments (Royal Decree)
Non-bank,Others,JUL 2015,21233.07,volume_k,e-Payments (Royal Decree)
Bank,Counter,AUG 2015,816.18,volume_k,e-Payments (Royal Decree)
Bank,ATM,AUG 2015,36893.5,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,AUG 2015,26552.03,volume_k,e-Payments (Royal Decree)
Bank,Internet,AUG 2015,17192.03,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,AUG 2015,23656.02,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,AUG 2015,497.71,volume_k,e-Payments (Royal Decree)
Bank,Telephone,AUG 2015,91.31,volume_k,e-Payments (Royal Decree)
Bank,Others,AUG 2015,5.09,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,AUG 2015,573.72,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,AUG 2015,11138.42,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,AUG 2015,5206.61,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,AUG 2015,379.07,volume_k,e-Payments (Royal Decree)
Non-bank,Others,AUG 2015,21787.39,volume_k,e-Payments (Royal Decree)
Bank,Counter,SEP 2015,862.25,volume_k,e-Payments (Royal Decree)
Bank,ATM,SEP 2015,36510.2,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,SEP 2015,25278.71,volume_k,e-Payments (Royal Decree)
Bank,Internet,SEP 2015,17677.48,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,SEP 2015,24630.58,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,SEP 2015,496.05,volume_k,e-Payments (Royal Decree)
Bank,Telephone,SEP 2015,90.02,volume_k,e-Payments (Royal Decree)
Bank,Others,SEP 2015,4.76,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,SEP 2015,568.63,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,SEP 2015,10322.21,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,SEP 2015,4919.71,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,SEP 2015,403.98,volume_k,e-Payments (Royal Decree)
Non-bank,Others,SEP 2015,21786.31,volume_k,e-Payments (Royal Decree)
Bank,Counter,OCT 2015,850.47,volume_k,e-Payments (Royal Decree)
Bank,ATM,OCT 2015,37481.05,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,OCT 2015,26359.52,volume_k,e-Payments (Royal Decree)
Bank,Internet,OCT 2015,18047.24,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,OCT 2015,27729.9,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,OCT 2015,502.47,volume_k,e-Payments (Royal Decree)
Bank,Telephone,OCT 2015,89.45,volume_k,e-Payments (Royal Decree)
Bank,Others,OCT 2015,4.7,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,OCT 2015,506.69,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,OCT 2015,11393.81,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,OCT 2015,5331.94,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,OCT 2015,506.54,volume_k,e-Payments (Royal Decree)
Non-bank,Others,OCT 2015,23810.04,volume_k,e-Payments (Royal Decree)
Bank,Counter,NOV 2015,862.93,volume_k,e-Payments (Royal Decree)
Bank,ATM,NOV 2015,36039.26,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,NOV 2015,27036.77,volume_k,e-Payments (Royal Decree)
Bank,Internet,NOV 2015,18106.21,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,NOV 2015,28816.55,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,NOV 2015,468.69,volume_k,e-Payments (Royal Decree)
Bank,Telephone,NOV 2015,86.27,volume_k,e-Payments (Royal Decree)
Bank,Others,NOV 2015,4.36,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,NOV 2015,497.09,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,NOV 2015,11073.97,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,NOV 2015,5097.95,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,NOV 2015,510.43,volume_k,e-Payments (Royal Decree)
Non-bank,Others,NOV 2015,23546.84,volume_k,e-Payments (Royal Decree)
Bank,Counter,DEC 2015,849.28,volume_k,e-Payments (Royal Decree)
Bank,ATM,DEC 2015,37476.1,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,DEC 2015,29612.26,volume_k,e-Payments (Royal Decree)
Bank,Internet,DEC 2015,19139.52,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,DEC 2015,31702.71,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,DEC 2015,518.38,volume_k,e-Payments (Royal Decree)
Bank,Telephone,DEC 2015,87.22,volume_k,e-Payments (Royal Decree)
Bank,Others,DEC 2015,4.6,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,DEC 2015,462.78,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,DEC 2015,12493.92,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,DEC 2015,5516.42,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,DEC 2015,623.34,volume_k,e-Payments (Royal Decree)
Non-bank,Others,DEC 2015,24717.12,volume_k,e-Payments (Royal Decree)
Bank,Counter,JAN 2016,772.92,volume_k,e-Payments (Royal Decree)
Bank,ATM,JAN 2016,34763.37,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,JAN 2016,27875.7,volume_k,e-Payments (Royal Decree)
Bank,Internet,JAN 2016,18178.24,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,JAN 2016,31551.7,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,JAN 2016,457.36,volume_k,e-Payments (Royal Decree)
Bank,Telephone,JAN 2016,81.16,volume_k,e-Payments (Royal Decree)
Bank,Others,JAN 2016,4.22,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,JAN 2016,387.99,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,JAN 2016,11238.54,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,JAN 2016,5467.98,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,JAN 2016,757.52,volume_k,e-Payments (Royal Decree)
Non-bank,Others,JAN 2016,17477.57,volume_k,e-Payments (Royal Decree)
Bank,Counter,FEB 2016,834.88,volume_k,e-Payments (Royal Decree)
Bank,ATM,FEB 2016,35092.72,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,FEB 2016,27395.76,volume_k,e-Payments (Royal Decree)
Bank,Internet,FEB 2016,18692.68,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,FEB 2016,33696.9,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,FEB 2016,473.07,volume_k,e-Payments (Royal Decree)
Bank,Telephone,FEB 2016,78.41,volume_k,e-Payments (Royal Decree)
Bank,Others,FEB 2016,4.15,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,FEB 2016,485.82,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,FEB 2016,10874.04,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,FEB 2016,4894.18,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,FEB 2016,760.83,volume_k,e-Payments (Royal Decree)
Non-bank,Others,FEB 2016,23495.44,volume_k,e-Payments (Royal Decree)
Bank,Counter,MAR 2016,881.26,volume_k,e-Payments (Royal Decree)
Bank,ATM,MAR 2016,36970.48,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,MAR 2016,28526.71,volume_k,e-Payments (Royal Decree)
Bank,Internet,MAR 2016,20816.11,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,MAR 2016,39208.14,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,MAR 2016,491.24,volume_k,e-Payments (Royal Decree)
Bank,Telephone,MAR 2016,83.75,volume_k,e-Payments (Royal Decree)
Bank,Others,MAR 2016,4.54,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,MAR 2016,468.74,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,MAR 2016,11681.95,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,MAR 2016,5347.97,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,MAR 2016,797.92,volume_k,e-Payments (Royal Decree)
Non-bank,Others,MAR 2016,25514.69,volume_k,e-Payments (Royal Decree)
Bank,Counter,APR 2016,697.68,volume_k,e-Payments (Royal Decree)
Bank,ATM,APR 2016,31370.78,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,APR 2016,27908.71,volume_k,e-Payments (Royal Decree)
Bank,Internet,APR 2016,18803.08,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,APR 2016,38176.62,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,APR 2016,479.77,volume_k,e-Payments (Royal Decree)
Bank,Telephone,APR 2016,73.97,volume_k,e-Payments (Royal Decree)
Bank,Others,APR 2016,4.1,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,APR 2016,327.51,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,APR 2016,12145.57,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,APR 2016,5427.42,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,APR 2016,763.07,volume_k,e-Payments (Royal Decree)
Non-bank,Others,APR 2016,26226.69,volume_k,e-Payments (Royal Decree)
Bank,Counter,MAY 2016,797.0,volume_k,e-Payments (Royal Decree)
Bank,ATM,MAY 2016,34469.36,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,MAY 2016,28807.84,volume_k,e-Payments (Royal Decree)
Bank,Internet,MAY 2016,20289.96,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,MAY 2016,43336.82,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,MAY 2016,466.55,volume_k,e-Payments (Royal Decree)
Bank,Telephone,MAY 2016,75.96,volume_k,e-Payments (Royal Decree)
Bank,Others,MAY 2016,4.15,volume_k,e-Payments (Royal Decree)
Non-bank,Counter,MAY 2016,478.46,volume_k,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,MAY 2016,12407.79,volume_k,e-Payments (Royal Decree)
Non-bank,Internet,MAY 2016,5492.5,volume_k,e-Payments (Royal Decree)
Non-bank,Mobile Phone,MAY 2016,776.9,volume_k,e-Payments (Royal Decree)
Non-bank,Others,MAY 2016,34524.46,volume_k,e-Payments (Royal Decree)
Bank,Counter,JUN 2016,814.69,volume_k,e-Payments (Royal Decree)
Bank,ATM,JUN 2016,33612.47,volume_k,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,JUN 2016,27799.88,volume_k,e-Payments (Royal Decree)
Bank,Internet,JUN 2016,20988.54,volume_k,e-Payments (Royal Decree)
Bank,Mobile Phone,JUN 2016,47049.04,volume_k,e-Payments (Royal Decree)
Bank,Leased Line,JUN 2016,477.5,volume_k,e-Payments (Royal Decree)
Bank,Telephone,JUN 2016,73.61,volume_k,e-Payments (Royal Decree)
Bank,Others,JUN 2016,3.86,volume_k,e-Payments (Royal Decree)
