BankType,ChannelType,MonthYear,M_Value,MeasureName,TransType
Bank,Others,APR 2014,0.0,value_b,e-Payments (Royal Decree)
Non-bank,Counter,APR 2014,1.86,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,APR 2014,30.8,value_b,e-Payments (Royal Decree)
Non-bank,Internet,APR 2014,3.0,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,APR 2014,0.24,value_b,e-Payments (Royal Decree)
Non-bank,Others,APR 2014,1.12,value_b,e-Payments (Royal Decree)
Bank,Counter,MAY 2014,15.21,value_b,e-Payments (Royal Decree)
Bank,ATM,MAY 2014,375.94,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,MAY 2014,84.26,value_b,e-Payments (Royal Decree)
Bank,Internet,MAY 2014,1707.06,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,MAY 2014,104.52,value_b,e-Payments (Royal Decree)
Bank,Leased Line,MAY 2014,515.18,value_b,e-Payments (Royal Decree)
Bank,Telephone,MAY 2014,42.82,value_b,e-Payments (Royal Decree)
Bank,Others,MAY 2014,0.0,value_b,e-Payments (Royal Decree)
Non-bank,Counter,MAY 2014,2.18,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,MAY 2014,30.72,value_b,e-Payments (Royal Decree)
Non-bank,Internet,MAY 2014,3.09,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,MAY 2014,0.25,value_b,e-Payments (Royal Decree)
Non-bank,Others,MAY 2014,1.35,value_b,e-Payments (Royal Decree)
Bank,Counter,JUN 2014,15.35,value_b,e-Payments (Royal Decree)
Bank,ATM,JUN 2014,362.57,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,JUN 2014,85.46,value_b,e-Payments (Royal Decree)
Bank,Internet,JUN 2014,1680.79,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,JUN 2014,106.51,value_b,e-Payments (Royal Decree)
Bank,Leased Line,JUN 2014,613.47,value_b,e-Payments (Royal Decree)
Bank,Telephone,JUN 2014,43.32,value_b,e-Payments (Royal Decree)
Bank,Others,JUN 2014,0.0,value_b,e-Payments (Royal Decree)
Non-bank,Counter,JUN 2014,2.42,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,JUN 2014,29.54,value_b,e-Payments (Royal Decree)
Non-bank,Internet,JUN 2014,3.09,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,JUN 2014,0.25,value_b,e-Payments (Royal Decree)
Non-bank,Others,JUN 2014,1.26,value_b,e-Payments (Royal Decree)
Bank,Counter,JUL 2014,15.51,value_b,e-Payments (Royal Decree)
Bank,ATM,JUL 2014,368.75,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,JUL 2014,86.7,value_b,e-Payments (Royal Decree)
Bank,Internet,JUL 2014,1736.64,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,JUL 2014,107.82,value_b,e-Payments (Royal Decree)
Bank,Leased Line,JUL 2014,554.4,value_b,e-Payments (Royal Decree)
Bank,Telephone,JUL 2014,42.47,value_b,e-Payments (Royal Decree)
Bank,Others,JUL 2014,0.0,value_b,e-Payments (Royal Decree)
Non-bank,Counter,JUL 2014,2.31,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,JUL 2014,30.8,value_b,e-Payments (Royal Decree)
Non-bank,Internet,JUL 2014,2.9,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,JUL 2014,0.2,value_b,e-Payments (Royal Decree)
Non-bank,Others,JUL 2014,1.25,value_b,e-Payments (Royal Decree)
Bank,Counter,AUG 2014,15.07,value_b,e-Payments (Royal Decree)
Bank,ATM,AUG 2014,362.91,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,AUG 2014,87.57,value_b,e-Payments (Royal Decree)
Bank,Internet,AUG 2014,1582.3,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,AUG 2014,117.93,value_b,e-Payments (Royal Decree)
Bank,Leased Line,AUG 2014,481.52,value_b,e-Payments (Royal Decree)
Bank,Telephone,AUG 2014,39.41,value_b,e-Payments (Royal Decree)
Bank,Others,AUG 2014,0.0,value_b,e-Payments (Royal Decree)
Non-bank,Counter,AUG 2014,2.11,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,AUG 2014,31.46,value_b,e-Payments (Royal Decree)
Non-bank,Internet,AUG 2014,3.11,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,AUG 2014,0.21,value_b,e-Payments (Royal Decree)
Non-bank,Others,AUG 2014,1.23,value_b,e-Payments (Royal Decree)
Bank,Counter,SEP 2014,16.61,value_b,e-Payments (Royal Decree)
Bank,ATM,SEP 2014,366.13,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,SEP 2014,87.67,value_b,e-Payments (Royal Decree)
Bank,Internet,SEP 2014,1709.98,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,SEP 2014,128.96,value_b,e-Payments (Royal Decree)
Bank,Leased Line,SEP 2014,566.06,value_b,e-Payments (Royal Decree)
Bank,Telephone,SEP 2014,42.11,value_b,e-Payments (Royal Decree)
Bank,Others,SEP 2014,0.0,value_b,e-Payments (Royal Decree)
Non-bank,Counter,SEP 2014,2.26,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,SEP 2014,31.41,value_b,e-Payments (Royal Decree)
Non-bank,Internet,SEP 2014,2.94,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,SEP 2014,0.2,value_b,e-Payments (Royal Decree)
Non-bank,Others,SEP 2014,1.28,value_b,e-Payments (Royal Decree)
Bank,Counter,OCT 2014,16.56,value_b,e-Payments (Royal Decree)
Bank,ATM,OCT 2014,369.24,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,OCT 2014,92.78,value_b,e-Payments (Royal Decree)
Bank,Internet,OCT 2014,1500.33,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,OCT 2014,135.89,value_b,e-Payments (Royal Decree)
Bank,Leased Line,OCT 2014,533.94,value_b,e-Payments (Royal Decree)
Bank,Telephone,OCT 2014,41.89,value_b,e-Payments (Royal Decree)
Bank,Others,OCT 2014,0.0,value_b,e-Payments (Royal Decree)
Non-bank,Counter,OCT 2014,2.04,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,OCT 2014,34.42,value_b,e-Payments (Royal Decree)
Non-bank,Internet,OCT 2014,1.99,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,OCT 2014,0.21,value_b,e-Payments (Royal Decree)
Non-bank,Others,OCT 2014,3.03,value_b,e-Payments (Royal Decree)
Bank,Counter,NOV 2014,15.12,value_b,e-Payments (Royal Decree)
Bank,ATM,NOV 2014,355.58,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,NOV 2014,93.18,value_b,e-Payments (Royal Decree)
Bank,Internet,NOV 2014,1303.14,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,NOV 2014,138.52,value_b,e-Payments (Royal Decree)
Bank,Leased Line,NOV 2014,519.84,value_b,e-Payments (Royal Decree)
Bank,Telephone,NOV 2014,38.86,value_b,e-Payments (Royal Decree)
Bank,Others,NOV 2014,0.0,value_b,e-Payments (Royal Decree)
Non-bank,Counter,NOV 2014,1.94,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,NOV 2014,36.75,value_b,e-Payments (Royal Decree)
Non-bank,Internet,NOV 2014,2.32,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,NOV 2014,0.21,value_b,e-Payments (Royal Decree)
Non-bank,Others,NOV 2014,3.15,value_b,e-Payments (Royal Decree)
Bank,Counter,DEC 2014,17.61,value_b,e-Payments (Royal Decree)
Bank,ATM,DEC 2014,393.99,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,DEC 2014,117.72,value_b,e-Payments (Royal Decree)
Bank,Internet,DEC 2014,1634.04,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,DEC 2014,156.44,value_b,e-Payments (Royal Decree)
Bank,Leased Line,DEC 2014,520.85,value_b,e-Payments (Royal Decree)
Bank,Telephone,DEC 2014,43.14,value_b,e-Payments (Royal Decree)
Bank,Others,DEC 2014,0.01,value_b,e-Payments (Royal Decree)
Non-bank,Counter,DEC 2014,2.13,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,DEC 2014,45.86,value_b,e-Payments (Royal Decree)
Non-bank,Internet,DEC 2014,2.39,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,DEC 2014,0.22,value_b,e-Payments (Royal Decree)
Non-bank,Others,DEC 2014,4.48,value_b,e-Payments (Royal Decree)
Bank,Counter,JAN 2015,16.15,value_b,e-Payments (Royal Decree)
Bank,ATM,JAN 2015,385.88,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,JAN 2015,96.47,value_b,e-Payments (Royal Decree)
Bank,Internet,JAN 2015,1756.74,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,JAN 2015,169.35,value_b,e-Payments (Royal Decree)
Bank,Leased Line,JAN 2015,399.0,value_b,e-Payments (Royal Decree)
Bank,Telephone,JAN 2015,9.48,value_b,e-Payments (Royal Decree)
Bank,Others,JAN 2015,0.03,value_b,e-Payments (Royal Decree)
Non-bank,Counter,JAN 2015,1.9,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,JAN 2015,30.64,value_b,e-Payments (Royal Decree)
Non-bank,Internet,JAN 2015,3.03,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,JAN 2015,0.27,value_b,e-Payments (Royal Decree)
Non-bank,Others,JAN 2015,4.03,value_b,e-Payments (Royal Decree)
Bank,Counter,FEB 2015,15.73,value_b,e-Payments (Royal Decree)
Bank,ATM,FEB 2015,352.99,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,FEB 2015,89.16,value_b,e-Payments (Royal Decree)
Bank,Internet,FEB 2015,1633.89,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,FEB 2015,172.8,value_b,e-Payments (Royal Decree)
Bank,Leased Line,FEB 2015,364.89,value_b,e-Payments (Royal Decree)
Bank,Telephone,FEB 2015,8.9,value_b,e-Payments (Royal Decree)
Bank,Others,FEB 2015,0.02,value_b,e-Payments (Royal Decree)
Non-bank,Counter,FEB 2015,2.24,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,FEB 2015,30.66,value_b,e-Payments (Royal Decree)
Non-bank,Internet,FEB 2015,2.89,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,FEB 2015,0.28,value_b,e-Payments (Royal Decree)
Non-bank,Others,FEB 2015,3.95,value_b,e-Payments (Royal Decree)
Bank,Counter,MAR 2015,17.45,value_b,e-Payments (Royal Decree)
Bank,ATM,MAR 2015,385.12,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,MAR 2015,102.04,value_b,e-Payments (Royal Decree)
Bank,Internet,MAR 2015,1900.84,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,MAR 2015,202.7,value_b,e-Payments (Royal Decree)
Bank,Leased Line,MAR 2015,346.11,value_b,e-Payments (Royal Decree)
Bank,Telephone,MAR 2015,10.09,value_b,e-Payments (Royal Decree)
Bank,Others,MAR 2015,0.03,value_b,e-Payments (Royal Decree)
Non-bank,Counter,MAR 2015,2.25,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,MAR 2015,34.8,value_b,e-Payments (Royal Decree)
Non-bank,Internet,MAR 2015,3.33,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,MAR 2015,0.32,value_b,e-Payments (Royal Decree)
Non-bank,Others,MAR 2015,4.69,value_b,e-Payments (Royal Decree)
Bank,Counter,APR 2015,15.03,value_b,e-Payments (Royal Decree)
Bank,ATM,APR 2015,332.48,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,APR 2015,90.4,value_b,e-Payments (Royal Decree)
Bank,Internet,APR 2015,1773.5,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,APR 2015,189.32,value_b,e-Payments (Royal Decree)
Bank,Leased Line,APR 2015,412.55,value_b,e-Payments (Royal Decree)
Bank,Telephone,APR 2015,8.88,value_b,e-Payments (Royal Decree)
Bank,Others,APR 2015,0.03,value_b,e-Payments (Royal Decree)
Non-bank,Counter,APR 2015,1.54,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,APR 2015,32.33,value_b,e-Payments (Royal Decree)
Non-bank,Internet,APR 2015,3.14,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,APR 2015,0.31,value_b,e-Payments (Royal Decree)
Non-bank,Others,APR 2015,4.39,value_b,e-Payments (Royal Decree)
Bank,Counter,MAY 2015,15.06,value_b,e-Payments (Royal Decree)
Bank,ATM,MAY 2015,359.34,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,MAY 2015,90.78,value_b,e-Payments (Royal Decree)
Bank,Internet,MAY 2015,1829.83,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,MAY 2015,212.72,value_b,e-Payments (Royal Decree)
Bank,Leased Line,MAY 2015,428.34,value_b,e-Payments (Royal Decree)
Bank,Telephone,MAY 2015,8.79,value_b,e-Payments (Royal Decree)
Bank,Others,MAY 2015,0.03,value_b,e-Payments (Royal Decree)
Non-bank,Counter,MAY 2015,1.76,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,MAY 2015,33.34,value_b,e-Payments (Royal Decree)
Non-bank,Internet,MAY 2015,3.21,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,MAY 2015,0.33,value_b,e-Payments (Royal Decree)
Non-bank,Others,MAY 2015,4.41,value_b,e-Payments (Royal Decree)
Bank,Counter,JUN 2015,16.09,value_b,e-Payments (Royal Decree)
Bank,ATM,JUN 2015,352.49,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,JUN 2015,94.07,value_b,e-Payments (Royal Decree)
Bank,Internet,JUN 2015,2045.8,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,JUN 2015,221.48,value_b,e-Payments (Royal Decree)
Bank,Leased Line,JUN 2015,446.81,value_b,e-Payments (Royal Decree)
Bank,Telephone,JUN 2015,9.48,value_b,e-Payments (Royal Decree)
Bank,Others,JUN 2015,0.03,value_b,e-Payments (Royal Decree)
Non-bank,Counter,JUN 2015,2.05,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,JUN 2015,32.84,value_b,e-Payments (Royal Decree)
Non-bank,Internet,JUN 2015,3.23,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,JUN 2015,0.36,value_b,e-Payments (Royal Decree)
Non-bank,Others,JUN 2015,4.47,value_b,e-Payments (Royal Decree)
Bank,Counter,JUL 2015,15.39,value_b,e-Payments (Royal Decree)
Bank,ATM,JUL 2015,347.79,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,JUL 2015,94.22,value_b,e-Payments (Royal Decree)
Bank,Internet,JUL 2015,2049.46,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,JUL 2015,229.38,value_b,e-Payments (Royal Decree)
Bank,Leased Line,JUL 2015,379.74,value_b,e-Payments (Royal Decree)
Bank,Telephone,JUL 2015,8.9,value_b,e-Payments (Royal Decree)
Bank,Others,JUL 2015,0.04,value_b,e-Payments (Royal Decree)
Non-bank,Counter,JUL 2015,1.84,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,JUL 2015,33.71,value_b,e-Payments (Royal Decree)
Non-bank,Internet,JUL 2015,3.45,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,JUL 2015,0.36,value_b,e-Payments (Royal Decree)
Non-bank,Others,JUL 2015,4.5,value_b,e-Payments (Royal Decree)
Bank,Counter,AUG 2015,14.64,value_b,e-Payments (Royal Decree)
Bank,ATM,AUG 2015,347.37,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,AUG 2015,95.91,value_b,e-Payments (Royal Decree)
Bank,Internet,AUG 2015,2146.5,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,AUG 2015,245.7,value_b,e-Payments (Royal Decree)
Bank,Leased Line,AUG 2015,409.58,value_b,e-Payments (Royal Decree)
Bank,Telephone,AUG 2015,9.28,value_b,e-Payments (Royal Decree)
Bank,Others,AUG 2015,0.04,value_b,e-Payments (Royal Decree)
Non-bank,Counter,AUG 2015,1.86,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,AUG 2015,34.3,value_b,e-Payments (Royal Decree)
Non-bank,Internet,AUG 2015,3.41,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,AUG 2015,0.4,value_b,e-Payments (Royal Decree)
Non-bank,Others,AUG 2015,4.39,value_b,e-Payments (Royal Decree)
Bank,Counter,SEP 2015,15.14,value_b,e-Payments (Royal Decree)
Bank,ATM,SEP 2015,340.33,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,SEP 2015,89.79,value_b,e-Payments (Royal Decree)
Bank,Internet,SEP 2015,2311.2,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,SEP 2015,250.41,value_b,e-Payments (Royal Decree)
Bank,Leased Line,SEP 2015,438.24,value_b,e-Payments (Royal Decree)
Bank,Telephone,SEP 2015,9.35,value_b,e-Payments (Royal Decree)
Bank,Others,SEP 2015,0.04,value_b,e-Payments (Royal Decree)
Non-bank,Counter,SEP 2015,1.82,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,SEP 2015,31.18,value_b,e-Payments (Royal Decree)
Non-bank,Internet,SEP 2015,3.69,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,SEP 2015,0.44,value_b,e-Payments (Royal Decree)
Non-bank,Others,SEP 2015,4.22,value_b,e-Payments (Royal Decree)
Bank,Counter,OCT 2015,15.39,value_b,e-Payments (Royal Decree)
Bank,ATM,OCT 2015,358.0,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,OCT 2015,94.96,value_b,e-Payments (Royal Decree)
Bank,Internet,OCT 2015,2112.51,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,OCT 2015,279.33,value_b,e-Payments (Royal Decree)
Bank,Leased Line,OCT 2015,374.66,value_b,e-Payments (Royal Decree)
Bank,Telephone,OCT 2015,8.89,value_b,e-Payments (Royal Decree)
Bank,Others,OCT 2015,0.04,value_b,e-Payments (Royal Decree)
Non-bank,Counter,OCT 2015,1.66,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,OCT 2015,34.04,value_b,e-Payments (Royal Decree)
Non-bank,Internet,OCT 2015,3.99,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,OCT 2015,0.51,value_b,e-Payments (Royal Decree)
Non-bank,Others,OCT 2015,4.77,value_b,e-Payments (Royal Decree)
Bank,Counter,NOV 2015,15.72,value_b,e-Payments (Royal Decree)
Bank,ATM,NOV 2015,343.23,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,NOV 2015,102.26,value_b,e-Payments (Royal Decree)
Bank,Internet,NOV 2015,1979.85,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,NOV 2015,293.31,value_b,e-Payments (Royal Decree)
Bank,Leased Line,NOV 2015,418.89,value_b,e-Payments (Royal Decree)
Bank,Telephone,NOV 2015,8.74,value_b,e-Payments (Royal Decree)
Bank,Others,NOV 2015,0.05,value_b,e-Payments (Royal Decree)
Non-bank,Counter,NOV 2015,1.71,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,NOV 2015,37.08,value_b,e-Payments (Royal Decree)
Non-bank,Internet,NOV 2015,4.06,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,NOV 2015,0.51,value_b,e-Payments (Royal Decree)
Non-bank,Others,NOV 2015,5.11,value_b,e-Payments (Royal Decree)
Bank,Counter,DEC 2015,16.98,value_b,e-Payments (Royal Decree)
Bank,ATM,DEC 2015,383.35,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,DEC 2015,121.11,value_b,e-Payments (Royal Decree)
Bank,Internet,DEC 2015,2159.88,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,DEC 2015,333.87,value_b,e-Payments (Royal Decree)
Bank,Leased Line,DEC 2015,397.58,value_b,e-Payments (Royal Decree)
Bank,Telephone,DEC 2015,9.56,value_b,e-Payments (Royal Decree)
Bank,Others,DEC 2015,0.06,value_b,e-Payments (Royal Decree)
Non-bank,Counter,DEC 2015,1.74,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,DEC 2015,46.39,value_b,e-Payments (Royal Decree)
Non-bank,Internet,DEC 2015,4.37,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,DEC 2015,0.62,value_b,e-Payments (Royal Decree)
Non-bank,Others,DEC 2015,7.32,value_b,e-Payments (Royal Decree)
Bank,Counter,JAN 2016,15.36,value_b,e-Payments (Royal Decree)
Bank,ATM,JAN 2016,346.59,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,JAN 2016,102.81,value_b,e-Payments (Royal Decree)
Bank,Internet,JAN 2016,2064.34,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,JAN 2016,317.33,value_b,e-Payments (Royal Decree)
Bank,Leased Line,JAN 2016,347.68,value_b,e-Payments (Royal Decree)
Bank,Telephone,JAN 2016,8.39,value_b,e-Payments (Royal Decree)
Bank,Others,JAN 2016,0.06,value_b,e-Payments (Royal Decree)
Non-bank,Counter,JAN 2016,1.52,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,JAN 2016,35.18,value_b,e-Payments (Royal Decree)
Non-bank,Internet,JAN 2016,4.57,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,JAN 2016,0.68,value_b,e-Payments (Royal Decree)
Non-bank,Others,JAN 2016,4.55,value_b,e-Payments (Royal Decree)
Bank,Counter,FEB 2016,16.0,value_b,e-Payments (Royal Decree)
Bank,ATM,FEB 2016,340.42,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,FEB 2016,103.96,value_b,e-Payments (Royal Decree)
Bank,Internet,FEB 2016,2186.64,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,FEB 2016,335.25,value_b,e-Payments (Royal Decree)
Bank,Leased Line,FEB 2016,345.62,value_b,e-Payments (Royal Decree)
Bank,Telephone,FEB 2016,8.29,value_b,e-Payments (Royal Decree)
Bank,Others,FEB 2016,0.06,value_b,e-Payments (Royal Decree)
Non-bank,Counter,FEB 2016,1.91,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,FEB 2016,36.34,value_b,e-Payments (Royal Decree)
Non-bank,Internet,FEB 2016,4.1,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,FEB 2016,0.68,value_b,e-Payments (Royal Decree)
Non-bank,Others,FEB 2016,4.57,value_b,e-Payments (Royal Decree)
Bank,Counter,MAR 2016,17.16,value_b,e-Payments (Royal Decree)
Bank,ATM,MAR 2016,360.17,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,MAR 2016,108.26,value_b,e-Payments (Royal Decree)
Bank,Internet,MAR 2016,2515.16,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,MAR 2016,390.38,value_b,e-Payments (Royal Decree)
Bank,Leased Line,MAR 2016,435.06,value_b,e-Payments (Royal Decree)
Bank,Telephone,MAR 2016,8.94,value_b,e-Payments (Royal Decree)
Bank,Others,MAR 2016,0.05,value_b,e-Payments (Royal Decree)
Non-bank,Counter,MAR 2016,1.83,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,MAR 2016,38.15,value_b,e-Payments (Royal Decree)
Non-bank,Internet,MAR 2016,4.91,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,MAR 2016,0.73,value_b,e-Payments (Royal Decree)
Non-bank,Others,MAR 2016,5.14,value_b,e-Payments (Royal Decree)
Bank,Counter,APR 2016,13.99,value_b,e-Payments (Royal Decree)
Bank,ATM,APR 2016,308.61,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,APR 2016,99.47,value_b,e-Payments (Royal Decree)
Bank,Internet,APR 2016,2186.88,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,APR 2016,368.87,value_b,e-Payments (Royal Decree)
Bank,Leased Line,APR 2016,431.64,value_b,e-Payments (Royal Decree)
Bank,Telephone,APR 2016,7.89,value_b,e-Payments (Royal Decree)
Bank,Others,APR 2016,0.05,value_b,e-Payments (Royal Decree)
Non-bank,Counter,APR 2016,1.19,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,APR 2016,37.34,value_b,e-Payments (Royal Decree)
Non-bank,Internet,APR 2016,4.58,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,APR 2016,0.64,value_b,e-Payments (Royal Decree)
Non-bank,Others,APR 2016,5.35,value_b,e-Payments (Royal Decree)
Bank,Counter,MAY 2016,15.65,value_b,e-Payments (Royal Decree)
Bank,ATM,MAY 2016,332.97,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,MAY 2016,100.36,value_b,e-Payments (Royal Decree)
Bank,Internet,MAY 2016,2399.45,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,MAY 2016,418.72,value_b,e-Payments (Royal Decree)
Bank,Leased Line,MAY 2016,470.31,value_b,e-Payments (Royal Decree)
Bank,Telephone,MAY 2016,8.33,value_b,e-Payments (Royal Decree)
Bank,Others,MAY 2016,0.05,value_b,e-Payments (Royal Decree)
Non-bank,Counter,MAY 2016,1.49,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,MAY 2016,37.76,value_b,e-Payments (Royal Decree)
Non-bank,Internet,MAY 2016,4.7,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,MAY 2016,0.67,value_b,e-Payments (Royal Decree)
Non-bank,Others,MAY 2016,5.28,value_b,e-Payments (Royal Decree)
Bank,Counter,JUN 2016,15.39,value_b,e-Payments (Royal Decree)
Bank,ATM,JUN 2016,318.7,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,JUN 2016,101.82,value_b,e-Payments (Royal Decree)
Bank,Internet,JUN 2016,2687.75,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,JUN 2016,439.64,value_b,e-Payments (Royal Decree)
Bank,Leased Line,JUN 2016,516.75,value_b,e-Payments (Royal Decree)
Bank,Telephone,JUN 2016,8.56,value_b,e-Payments (Royal Decree)
Bank,Others,JUN 2016,0.05,value_b,e-Payments (Royal Decree)
Non-bank,Counter,JUN 2016,1.63,value_b,e-Payments (Royal Decree)
Non-bank,EDC/EFTPOS,JUN 2016,35.13,value_b,e-Payments (Royal Decree)
Non-bank,Internet,JUN 2016,4.7,value_b,e-Payments (Royal Decree)
Non-bank,Mobile Phone,JUN 2016,0.72,value_b,e-Payments (Royal Decree)
Non-bank,Others,JUN 2016,5.26,value_b,e-Payments (Royal Decree)
Bank,Counter,JUL 2016,14.02,value_b,e-Payments (Royal Decree)
Bank,ATM,JUL 2016,312.77,value_b,e-Payments (Royal Decree)
Bank,EDC/EFTPOS,JUL 2016,99.09,value_b,e-Payments (Royal Decree)
Bank,Internet,JUL 2016,2412.84,value_b,e-Payments (Royal Decree)
Bank,Mobile Phone,JUL 2016,457.48,value_b,e-Payments (Royal Decree)
Bank,Leased Line,JUL 2016,464.4,value_b,e-Payments (Royal Decree)
Bank,Telephone,JUL 2016,7.45,value_b,e-Payments (Royal Decree)
Bank,Others,JUL 2016,0.06,value_b,e-Payments (Royal Decree)
Non-bank,Counter,JUL 2016,1.44,value_b,e-Payments (Royal Decree)
