MeasureName,BankType,MonthYear,M_Value,TransType
Spending_Value,Bank,OCT 2016,537.44,e-Money
Spending_Value,Non-bank,OCT 2016,7331.49,e-Money
Cards_Account,Bank,NOV 2016,2.13,e-Money
Cards_Account,Non-bank,NOV 2016,36.23,e-Money
Topup_Value,Bank,NOV 2016,581.74,e-Money
Topup_Value,Non-bank,NOV 2016,7980.05,e-Money
Spending_Value,Bank,NOV 2016,588.84,e-Money
Spending_Value,Non-bank,NOV 2016,7951.34,e-Money
Cards_Account,Bank,DEC 2016,2.09,e-Money
Cards_Account,Non-bank,DEC 2016,37.09,e-Money
Topup_Value,Bank,DEC 2016,872.44,e-Money
Topup_Value,Non-bank,DEC 2016,8883.36,e-Money
Spending_Value,Bank,DEC 2016,849.2,e-Money
Spending_Value,Non-bank,DEC 2016,8683.29,e-Money
Cards_Account,Bank,JAN 2017,2.11,e-Money
Cards_Account,Non-bank,JAN 2017,37.72,e-Money
Topup_Value,Bank,JAN 2017,709.75,e-Money
Topup_Value,Non-bank,JAN 2017,8768.57,e-Money
Spending_Value,Bank,JAN 2017,698.4,e-Money
Spending_Value,Non-bank,JAN 2017,8839.02,e-Money
Cards_Account,Bank,FEB 2017,2.1,e-Money
Cards_Account,Non-bank,FEB 2017,38.3,e-Money
Topup_Value,Bank,FEB 2017,740.51,e-Money
Topup_Value,Non-bank,FEB 2017,8314.1,e-Money
Spending_Value,Bank,FEB 2017,719.74,e-Money
Spending_Value,Non-bank,FEB 2017,8284.48,e-Money
Cards_Account,Bank,MAR 2017,2.08,e-Money
Cards_Account,Non-bank,MAR 2017,39.22,e-Money
Topup_Value,Bank,MAR 2017,957.82,e-Money
Topup_Value,Non-bank,MAR 2017,9538.77,e-Money
Spending_Value,Bank,MAR 2017,938.71,e-Money
Spending_Value,Non-bank,MAR 2017,9329.76,e-Money
Cards_Account,Bank,APR 2017,2.08,e-Money
Cards_Account,Non-bank,APR 2017,40.01,e-Money
Topup_Value,Bank,APR 2017,813.27,e-Money
Topup_Value,Non-bank,APR 2017,8891.5,e-Money
Spending_Value,Bank,APR 2017,823.49,e-Money
Spending_Value,Non-bank,APR 2017,9014.14,e-Money
Cards_Account,Bank,MAY 2017,2.09,e-Money
Cards_Account,Non-bank,MAY 2017,41.24,e-Money
Topup_Value,Bank,MAY 2017,856.68,e-Money
Topup_Value,Non-bank,MAY 2017,9113.55,e-Money
Spending_Value,Bank,MAY 2017,860.12,e-Money
Spending_Value,Non-bank,MAY 2017,9137.91,e-Money
Cards_Account,Bank,JUN 2017,2.06,e-Money
Cards_Account,Non-bank,JUN 2017,42.37,e-Money
Topup_Value,Bank,JUN 2017,962.35,e-Money
Topup_Value,Non-bank,JUN 2017,9076.47,e-Money
Spending_Value,Bank,JUN 2017,960.35,e-Money
Spending_Value,Non-bank,JUN 2017,8985.23,e-Money
Cards_Account,Bank,JUL 2017,2.04,e-Money
Cards_Account,Non-bank,JUL 2017,43.4,e-Money
Topup_Value,Bank,JUL 2017,931.3,e-Money
Topup_Value,Non-bank,JUL 2017,9411.7,e-Money
Spending_Value,Bank,JUL 2017,870.0,e-Money
Spending_Value,Non-bank,JUL 2017,9484.26,e-Money
Cards_Account,Bank,AUG 2017,2.08,e-Money
Cards_Account,Non-bank,AUG 2017,44.58,e-Money
Topup_Value,Bank,AUG 2017,908.8,e-Money
Topup_Value,Non-bank,AUG 2017,9836.21,e-Money
Spending_Value,Bank,AUG 2017,897.73,e-Money
Spending_Value,Non-bank,AUG 2017,9808.24,e-Money
Cards_Account,Bank,SEP 2017,2.12,e-Money
Cards_Account,Non-bank,SEP 2017,46.81,e-Money
Topup_Value,Bank,SEP 2017,964.5,e-Money
Topup_Value,Non-bank,SEP 2017,10233.78,e-Money
Spending_Value,Bank,SEP 2017,950.92,e-Money
Spending_Value,Non-bank,SEP 2017,9996.96,e-Money
Cards_Account,Bank,OCT 2017,2.09,e-Money
Cards_Account,Non-bank,OCT 2017,48.68,e-Money
Topup_Value,Bank,OCT 2017,935.33,e-Money
Topup_Value,Non-bank,OCT 2017,10575.79,e-Money
Spending_Value,Bank,OCT 2017,944.22,e-Money
Spending_Value,Non-bank,OCT 2017,10572.59,e-Money
Cards_Account,Bank,NOV 2017,2.39,e-Money
Cards_Account,Non-bank,NOV 2017,50.26,e-Money
Topup_Value,Bank,NOV 2017,1104.73,e-Money
Topup_Value,Non-bank,NOV 2017,10817.06,e-Money
Spending_Value,Bank,NOV 2017,981.74,e-Money
Spending_Value,Non-bank,NOV 2017,10782.39,e-Money
Cards_Account,Bank,DEC 2017,2.58,e-Money
Cards_Account,Non-bank,DEC 2017,51.69,e-Money
Topup_Value,Bank,DEC 2017,1390.24,e-Money
Topup_Value,Non-bank,DEC 2017,11736.08,e-Money
Spending_Value,Bank,DEC 2017,1006.97,e-Money
Spending_Value,Non-bank,DEC 2017,11284.49,e-Money
Cards_Account,Bank,JAN 2018,2.87,e-Money
Cards_Account,Non-bank,JAN 2018,51.83,e-Money
Topup_Value,Bank,JAN 2018,1454.87,e-Money
Topup_Value,Non-bank,JAN 2018,11530.74,e-Money
Spending_Value,Bank,JAN 2018,861.65,e-Money
Spending_Value,Non-bank,JAN 2018,11658.27,e-Money
Cards_Account,Bank,FEB 2018,3.55,e-Money
Cards_Account,Non-bank,FEB 2018,54.3,e-Money
Topup_Value,Bank,FEB 2018,1468.65,e-Money
Topup_Value,Non-bank,FEB 2018,11150.77,e-Money
Spending_Value,Bank,FEB 2018,787.61,e-Money
Spending_Value,Non-bank,FEB 2018,11066.51,e-Money
Cards_Account,Bank,MAR 2018,6.81,e-Money
Cards_Account,Non-bank,MAR 2018,55.78,e-Money
Topup_Value,Bank,MAR 2018,1926.49,e-Money
Topup_Value,Non-bank,MAR 2018,13592.88,e-Money
Spending_Value,Bank,MAR 2018,1009.72,e-Money
Spending_Value,Non-bank,MAR 2018,13254.06,e-Money
Cards_Account,Bank,APR 2018,7.56,e-Money
Cards_Account,Non-bank,APR 2018,57.43,e-Money
Topup_Value,Bank,APR 2018,1747.03,e-Money
Topup_Value,Non-bank,APR 2018,13097.47,e-Money
Spending_Value,Bank,APR 2018,969.35,e-Money
Spending_Value,Non-bank,APR 2018,12740.54,e-Money
Cards_Account,Bank,MAY 2018,7.77,e-Money
Cards_Account,Non-bank,MAY 2018,58.76,e-Money
Topup_Value,Bank,MAY 2018,2262.29,e-Money
Topup_Value,Non-bank,MAY 2018,13407.56,e-Money
Spending_Value,Bank,MAY 2018,1274.38,e-Money
Spending_Value,Non-bank,MAY 2018,13821.79,e-Money
Cards_Account,Bank,JUN 2018,7.97,e-Money
Cards_Account,Non-bank,JUN 2018,60.37,e-Money
Topup_Value,Bank,JUN 2018,2357.91,e-Money
Topup_Value,Non-bank,JUN 2018,13598.35,e-Money
Spending_Value,Bank,JUN 2018,1351.82,e-Money
Spending_Value,Non-bank,JUN 2018,13337.15,e-Money
Cards_Account,Bank,JUL 2018,8.13,e-Money
Cards_Account,Non-bank,JUL 2018,62.41,e-Money
Topup_Value,Bank,JUL 2018,2321.71,e-Money
Topup_Value,Non-bank,JUL 2018,14190.68,e-Money
Spending_Value,Bank,JUL 2018,1334.05,e-Money
Spending_Value,Non-bank,JUL 2018,14263.87,e-Money
Cards_Account,Bank,AUG 2018,11.82,e-Money
Cards_Account,Non-bank,AUG 2018,65.14,e-Money
Topup_Value,Bank,AUG 2018,2495.44,e-Money
Topup_Value,Non-bank,AUG 2018,14400.34,e-Money
Spending_Value,Bank,AUG 2018,1835.23,e-Money
Spending_Value,Non-bank,AUG 2018,14162.79,e-Money
Cards_Account,Bank,SEP 2018,11.93,e-Money
Cards_Account,Non-bank,SEP 2018,66.11,e-Money
Topup_Value,Bank,SEP 2018,2854.06,e-Money
Topup_Value,Non-bank,SEP 2018,14704.37,e-Money
Spending_Value,Bank,SEP 2018,2405.0,e-Money
Spending_Value,Non-bank,SEP 2018,14743.46,e-Money
Cards_Account,Bank,OCT 2018,11.51,e-Money
Cards_Account,Non-bank,OCT 2018,66.99,e-Money
Topup_Value,Bank,OCT 2018,3818.43,e-Money
Topup_Value,Non-bank,OCT 2018,16931.47,e-Money
Spending_Value,Bank,OCT 2018,3305.21,e-Money
Spending_Value,Non-bank,OCT 2018,16998.04,e-Money
Cards_Account,Bank,NOV 2018,14.51,e-Money
Cards_Account,Non-bank,NOV 2018,73.33,e-Money
Topup_Value,Bank,NOV 2018,3922.13,e-Money
Topup_Value,Non-bank,NOV 2018,18316.29,e-Money
Spending_Value,Bank,NOV 2018,3345.63,e-Money
Spending_Value,Non-bank,NOV 2018,18015.13,e-Money
Cards_Account,Bank,DEC 2018,17.65,e-Money
Cards_Account,Non-bank,DEC 2018,74.1,e-Money
Topup_Value,Bank,DEC 2018,12233.97,e-Money
Topup_Value,Non-bank,DEC 2018,23673.08,e-Money
Spending_Value,Bank,DEC 2018,11466.57,e-Money
Spending_Value,Non-bank,DEC 2018,19467.4,e-Money
Cards_Account,Bank,JAN 2019,17.73,e-Money
Cards_Account,Non-bank,JAN 2019,76.62,e-Money
Topup_Value,Bank,JAN 2019,5593.55,e-Money
Topup_Value,Non-bank,JAN 2019,19098.11,e-Money
Spending_Value,Bank,JAN 2019,4796.23,e-Money
Spending_Value,Non-bank,JAN 2019,18352.33,e-Money
Cards_Account,Bank,FEB 2019,17.8,e-Money
Cards_Account,Non-bank,FEB 2019,70.87,e-Money
Topup_Value,Bank,FEB 2019,7725.4,e-Money
Topup_Value,Non-bank,FEB 2019,14237.71,e-Money
Spending_Value,Bank,FEB 2019,6680.08,e-Money
Spending_Value,Non-bank,FEB 2019,14203.77,e-Money
Cards_Account,Bank,MAR 2019,17.97,e-Money
Cards_Account,Non-bank,MAR 2019,70.71,e-Money
Topup_Value,Bank,MAR 2019,7206.35,e-Money
Topup_Value,Non-bank,MAR 2019,16366.12,e-Money
Spending_Value,Bank,MAR 2019,6677.77,e-Money
Spending_Value,Non-bank,MAR 2019,15878.64,e-Money
Cards_Account,Bank,APR 2019,18.01,e-Money
Cards_Account,Non-bank,APR 2019,71.57,e-Money
Topup_Value,Bank,APR 2019,6990.89,e-Money
Topup_Value,Non-bank,APR 2019,14868.03,e-Money
Spending_Value,Bank,APR 2019,6373.36,e-Money
Spending_Value,Non-bank,APR 2019,15433.99,e-Money
Cards_Account,Bank,MAY 2019,18.1,e-Money
Cards_Account,Non-bank,MAY 2019,72.35,e-Money
Topup_Value,Bank,MAY 2019,10278.81,e-Money
Topup_Value,Non-bank,MAY 2019,15550.66,e-Money
Spending_Value,Bank,MAY 2019,9133.74,e-Money
Spending_Value,Non-bank,MAY 2019,15411.95,e-Money
Cards_Account,Bank,JUN 2019,18.15,e-Money
Cards_Account,Non-bank,JUN 2019,72.45,e-Money
Topup_Value,Bank,JUN 2019,5341.89,e-Money
Topup_Value,Non-bank,JUN 2019,14914.37,e-Money
Spending_Value,Bank,JUN 2019,3770.96,e-Money
Spending_Value,Non-bank,JUN 2019,15070.91,e-Money
Cards_Account,Bank,JUL 2019,18.3,e-Money
Cards_Account,Non-bank,JUL 2019,63.57,e-Money
Topup_Value,Bank,JUL 2019,4963.88,e-Money
Topup_Value,Non-bank,JUL 2019,16131.19,e-Money
Spending_Value,Bank,JUL 2019,3286.96,e-Money
Spending_Value,Non-bank,JUL 2019,16180.93,e-Money
Cards_Account,Bank,AUG 2019,18.47,e-Money
Cards_Account,Non-bank,AUG 2019,62.45,e-Money
Topup_Value,Bank,AUG 2019,14370.23,e-Money
Topup_Value,Non-bank,AUG 2019,16224.88,e-Money
Spending_Value,Bank,AUG 2019,12036.92,e-Money
Spending_Value,Non-bank,AUG 2019,16173.78,e-Money
Cards_Account,Bank,SEP 2019,18.75,e-Money
Cards_Account,Non-bank,SEP 2019,64.21,e-Money
Topup_Value,Bank,SEP 2019,14786.82,e-Money
Topup_Value,Non-bank,SEP 2019,17073.79,e-Money
Spending_Value,Bank,SEP 2019,12672.42,e-Money
Spending_Value,Non-bank,SEP 2019,17012.12,e-Money
Cards_Account,Bank,OCT 2019,19.01,e-Money
Cards_Account,Non-bank,OCT 2019,59.57,e-Money
Topup_Value,Bank,OCT 2019,5349.77,e-Money
Topup_Value,Non-bank,OCT 2019,17530.81,e-Money
Spending_Value,Bank,OCT 2019,3805.49,e-Money
Spending_Value,Non-bank,OCT 2019,17084.16,e-Money
Cards_Account,Bank,NOV 2019,19.15,e-Money
Cards_Account,Non-bank,NOV 2019,61.19,e-Money
Topup_Value,Bank,NOV 2019,4325.92,e-Money
Topup_Value,Non-bank,NOV 2019,18551.85,e-Money
Spending_Value,Bank,NOV 2019,3747.33,e-Money
Spending_Value,Non-bank,NOV 2019,18388.09,e-Money
Cards_Account,Bank,DEC 2019,19.34,e-Money
Cards_Account,Non-bank,DEC 2019,63.01,e-Money
Topup_Value,Bank,DEC 2019,4837.85,e-Money
Topup_Value,Non-bank,DEC 2019,19802.7,e-Money
Spending_Value,Bank,DEC 2019,4414.56,e-Money
Spending_Value,Non-bank,DEC 2019,19730.82,e-Money
Cards_Account,Bank,JAN 2020,19.46,e-Money
Cards_Account,Non-bank,JAN 2020,64.22,e-Money
Topup_Value,Bank,JAN 2020,4017.23,e-Money
Topup_Value,Non-bank,JAN 2020,19007.24,e-Money
Spending_Value,Bank,JAN 2020,4083.25,e-Money
Spending_Value,Non-bank,JAN 2020,18824.0,e-Money
Cards_Account,Bank,FEB 2020,19.61,e-Money
Cards_Account,Non-bank,FEB 2020,65.36,e-Money
Topup_Value,Bank,FEB 2020,4504.64,e-Money
Topup_Value,Non-bank,FEB 2020,18057.25,e-Money
Spending_Value,Bank,FEB 2020,3559.25,e-Money
Spending_Value,Non-bank,FEB 2020,18128.97,e-Money
Cards_Account,Bank,MAR 2020,19.75,e-Money
Cards_Account,Non-bank,MAR 2020,66.9,e-Money
Topup_Value,Bank,MAR 2020,4121.53,e-Money
Topup_Value,Non-bank,MAR 2020,20864.84,e-Money
Spending_Value,Bank,MAR 2020,2707.64,e-Money
Spending_Value,Non-bank,MAR 2020,19790.44,e-Money
Cards_Account,Bank,APR 2020,19.81,e-Money
Cards_Account,Non-bank,APR 2020,68.36,e-Money
Topup_Value,Bank,APR 2020,2013.51,e-Money
Topup_Value,Non-bank,APR 2020,19602.47,e-Money
Spending_Value,Bank,APR 2020,2089.26,e-Money
Spending_Value,Non-bank,APR 2020,20594.73,e-Money
Cards_Account,Bank,MAY 2020,19.83,e-Money
Cards_Account,Non-bank,MAY 2020,69.91,e-Money
Topup_Value,Bank,MAY 2020,2346.88,e-Money
Topup_Value,Non-bank,MAY 2020,22258.08,e-Money
Spending_Value,Bank,MAY 2020,2095.16,e-Money
Spending_Value,Non-bank,MAY 2020,22363.96,e-Money
Cards_Account,Bank,JUN 2020,19.86,e-Money
Cards_Account,Non-bank,JUN 2020,71.03,e-Money
Topup_Value,Bank,JUN 2020,2529.23,e-Money
Topup_Value,Non-bank,JUN 2020,23250.77,e-Money
Spending_Value,Bank,JUN 2020,2165.93,e-Money
Spending_Value,Non-bank,JUN 2020,23463.14,e-Money
Cards_Account,Bank,JUL 2020,19.91,e-Money
Cards_Account,Non-bank,JUL 2020,72.03,e-Money
Topup_Value,Bank,JUL 2020,5186.67,e-Money
Topup_Value,Non-bank,JUL 2020,23276.31,e-Money
Spending_Value,Bank,JUL 2020,4900.04,e-Money
Spending_Value,Non-bank,JUL 2020,23251.03,e-Money
Cards_Account,Bank,AUG 2020,19.91,e-Money
Cards_Account,Non-bank,AUG 2020,72.49,e-Money
Topup_Value,Bank,AUG 2020,2306.83,e-Money
Topup_Value,Non-bank,AUG 2020,23271.41,e-Money
Spending_Value,Bank,AUG 2020,2246.92,e-Money
Spending_Value,Non-bank,AUG 2020,23515.88,e-Money
Cards_Account,Bank,SEP 2020,19.83,e-Money
Cards_Account,Non-bank,SEP 2020,73.4,e-Money
Topup_Value,Bank,SEP 2020,2552.71,e-Money
Topup_Value,Non-bank,SEP 2020,24106.49,e-Money
Spending_Value,Bank,SEP 2020,2266.09,e-Money
Spending_Value,Non-bank,SEP 2020,24220.32,e-Money
Cards_Account,Bank,OCT 2020,19.93,e-Money
Cards_Account,Non-bank,OCT 2020,74.14,e-Money
Topup_Value,Bank,OCT 2020,2665.54,e-Money
Topup_Value,Non-bank,OCT 2020,25766.97,e-Money
Spending_Value,Bank,OCT 2020,2234.08,e-Money
Spending_Value,Non-bank,OCT 2020,25673.4,e-Money
Cards_Account,Bank,NOV 2020,19.96,e-Money
Cards_Account,Non-bank,NOV 2020,75.28,e-Money
Topup_Value,Bank,NOV 2020,2763.25,e-Money
Topup_Value,Non-bank,NOV 2020,27456.51,e-Money
Spending_Value,Bank,NOV 2020,2239.94,e-Money
Spending_Value,Non-bank,NOV 2020,27462.33,e-Money
Cards_Account,Bank,DEC 2020,20.06,e-Money
Cards_Account,Non-bank,DEC 2020,76.68,e-Money
Topup_Value,Bank,DEC 2020,3352.65,e-Money
Topup_Value,Non-bank,DEC 2020,29150.43,e-Money
Spending_Value,Bank,DEC 2020,2569.99,e-Money
Spending_Value,Non-bank,DEC 2020,29107.74,e-Money
Cards_Account,Bank,JAN 2021,20.09,e-Money
Cards_Account,Non-bank,JAN 2021,77.83,e-Money
Topup_Value,Bank,JAN 2021,3053.34,e-Money
Topup_Value,Non-bank,JAN 2021,26613.6,e-Money
Spending_Value,Bank,JAN 2021,2663.33,e-Money
Spending_Value,Non-bank,JAN 2021,26707.9,e-Money
Cards_Account,Bank,FEB 2021,20.72,e-Money
Cards_Account,Non-bank,FEB 2021,79.74,e-Money
Topup_Value,Bank,FEB 2021,2901.51,e-Money
Topup_Value,Non-bank,FEB 2021,26169.95,e-Money
Spending_Value,Bank,FEB 2021,2576.85,e-Money
Spending_Value,Non-bank,FEB 2021,26465.95,e-Money
Cards_Account,Bank,MAR 2021,20.83,e-Money
Cards_Account,Non-bank,MAR 2021,81.42,e-Money
Topup_Value,Bank,MAR 2021,3075.18,e-Money
Topup_Value,Non-bank,MAR 2021,32364.69,e-Money
Spending_Value,Bank,MAR 2021,2849.99,e-Money
Spending_Value,Non-bank,MAR 2021,32846.08,e-Money
Cards_Account,Bank,APR 2021,20.89,e-Money
Cards_Account,Non-bank,APR 2021,84.4,e-Money
Topup_Value,Bank,APR 2021,3563.15,e-Money
Topup_Value,Non-bank,APR 2021,29356.0,e-Money
Spending_Value,Bank,APR 2021,3345.31,e-Money
Spending_Value,Non-bank,APR 2021,29791.7,e-Money
Cards_Account,Bank,MAY 2021,20.46,e-Money
Cards_Account,Non-bank,MAY 2021,86.33,e-Money
Topup_Value,Bank,MAY 2021,8924.61,e-Money
Topup_Value,Non-bank,MAY 2021,32067.45,e-Money
Spending_Value,Bank,MAY 2021,8375.93,e-Money
Spending_Value,Non-bank,MAY 2021,32593.54,e-Money
Cards_Account,Bank,JUN 2021,21.19,e-Money
Cards_Account,Non-bank,JUN 2021,88.73,e-Money
Topup_Value,Bank,JUN 2021,4387.09,e-Money
Topup_Value,Non-bank,JUN 2021,32297.68,e-Money
Spending_Value,Bank,JUN 2021,4088.99,e-Money
Spending_Value,Non-bank,JUN 2021,32739.84,e-Money
Cards_Account,Bank,JUL 2021,20.75,e-Money
Cards_Account,Non-bank,JUL 2021,91.28,e-Money
Topup_Value,Bank,JUL 2021,3225.74,e-Money
Topup_Value,Non-bank,JUL 2021,34484.03,e-Money
Spending_Value,Bank,JUL 2021,2892.39,e-Money
Spending_Value,Non-bank,JUL 2021,34690.81,e-Money
Cards_Account,Bank,AUG 2021,21.22,e-Money
Cards_Account,Non-bank,AUG 2021,94.27,e-Money
Topup_Value,Bank,AUG 2021,3813.13,e-Money
Topup_Value,Non-bank,AUG 2021,36570.32,e-Money
Spending_Value,Bank,AUG 2021,3029.56,e-Money
Spending_Value,Non-bank,AUG 2021,37269.38,e-Money
Cards_Account,Bank,SEP 2021,21.3,e-Money
Cards_Account,Non-bank,SEP 2021,96.52,e-Money
Topup_Value,Bank,SEP 2021,7886.03,e-Money
Topup_Value,Non-bank,SEP 2021,36825.12,e-Money
Spending_Value,Bank,SEP 2021,7362.34,e-Money
Spending_Value,Non-bank,SEP 2021,37369.18,e-Money
Cards_Account,Bank,OCT 2021,21.44,e-Money
Cards_Account,Non-bank,OCT 2021,98.65,e-Money
Topup_Value,Bank,OCT 2021,5943.92,e-Money
Topup_Value,Non-bank,OCT 2021,37494.93,e-Money
Spending_Value,Bank,OCT 2021,3539.07,e-Money
Spending_Value,Non-bank,OCT 2021,38015.27,e-Money
Cards_Account,Bank,NOV 2021,21.86,e-Money
Cards_Account,Non-bank,NOV 2021,97.54,e-Money
Topup_Value,Bank,NOV 2021,15308.75,e-Money
Topup_Value,Non-bank,NOV 2021,39584.81,e-Money
Spending_Value,Bank,NOV 2021,10692.98,e-Money
Spending_Value,Non-bank,NOV 2021,40391.36,e-Money
Cards_Account,Bank,DEC 2021,22.01,e-Money
Cards_Account,Non-bank,DEC 2021,98.34,e-Money
Topup_Value,Bank,DEC 2021,4140.82,e-Money
Topup_Value,Non-bank,DEC 2021,42871.26,e-Money
Spending_Value,Bank,DEC 2021,3748.3,e-Money
Spending_Value,Non-bank,DEC 2021,43271.25,e-Money
Cards_Account,Bank,JAN 2022,22.02,e-Money
Cards_Account,Non-bank,JAN 2022,99.37,e-Money
Topup_Value,Bank,JAN 2022,9508.19,e-Money
Topup_Value,Non-bank,JAN 2022,38521.13,e-Money
Spending_Value,Bank,JAN 2022,6194.34,e-Money
Spending_Value,Non-bank,JAN 2022,39340.06,e-Money
Cards_Account,Bank,FEB 2022,22.35,e-Money
Cards_Account,Non-bank,FEB 2022,99.68,e-Money
Topup_Value,Bank,FEB 2022,4734.81,e-Money
Topup_Value,Non-bank,FEB 2022,36094.67,e-Money
Spending_Value,Bank,FEB 2022,3476.4,e-Money
Spending_Value,Non-bank,FEB 2022,37249.75,e-Money
Cards_Account,Bank,MAR 2022,22.5,e-Money
Cards_Account,Non-bank,MAR 2022,97.9,e-Money
Topup_Value,Bank,MAR 2022,9170.1,e-Money
Topup_Value,Non-bank,MAR 2022,42249.62,e-Money
Spending_Value,Bank,MAR 2022,8006.51,e-Money
Spending_Value,Non-bank,MAR 2022,43660.01,e-Money
Cards_Account,Bank,APR 2022,22.59,e-Money
Cards_Account,Non-bank,APR 2022,98.78,e-Money
Topup_Value,Bank,APR 2022,9513.69,e-Money
Topup_Value,Non-bank,APR 2022,39207.32,e-Money
Spending_Value,Bank,APR 2022,5932.82,e-Money
Spending_Value,Non-bank,APR 2022,40623.06,e-Money
Cards_Account,Bank,MAY 2022,22.67,e-Money
Cards_Account,Non-bank,MAY 2022,98.11,e-Money
Topup_Value,Bank,MAY 2022,25098.78,e-Money
Topup_Value,Non-bank,MAY 2022,40974.2,e-Money
Spending_Value,Bank,MAY 2022,15059.51,e-Money
Spending_Value,Non-bank,MAY 2022,42585.29,e-Money
Cards_Account,Bank,JUN 2022,22.34,e-Money
Cards_Account,Non-bank,JUN 2022,99.89,e-Money
Topup_Value,Bank,JUN 2022,7184.92,e-Money
Topup_Value,Non-bank,JUN 2022,40839.3,e-Money
Spending_Value,Bank,JUN 2022,4990.44,e-Money
Spending_Value,Non-bank,JUN 2022,42557.36,e-Money
Cards_Account,Bank,JUL 2022,22.19,e-Money
Cards_Account,Non-bank,JUL 2022,100.07,e-Money
Topup_Value,Bank,JUL 2022,17494.08,e-Money
Topup_Value,Non-bank,JUL 2022,43364.05,e-Money
Spending_Value,Bank,JUL 2022,11617.97,e-Money
Spending_Value,Non-bank,JUL 2022,44685.44,e-Money
Cards_Account,Bank,AUG 2022,21.43,e-Money
Cards_Account,Non-bank,AUG 2022,100.58,e-Money
Topup_Value,Bank,AUG 2022,11936.91,e-Money
Topup_Value,Non-bank,AUG 2022,44252.26,e-Money
Spending_Value,Bank,AUG 2022,7797.76,e-Money
Spending_Value,Non-bank,AUG 2022,46432.92,e-Money
