ChannelType,UsageType,MonthYear,M_Value,MeasureName,TransType
Credit card,for purchasing purpose,APR 2021,96.0,value_b,Plastic cards
Credit card,for other purposes,APR 2021,43.0,value_b,Plastic cards
ATM card,for cash withdrawal,MAR 2021,41.0,value_b,Plastic cards
ATM card,for other purposes,MAR 2021,8.0,value_b,Plastic cards
Debit card,for cash withdrawal,MAR 2021,499.0,value_b,Plastic cards
Debit card,for purchasing purpose via EFTPOS,MAR 2021,15.0,value_b,Plastic cards
Debit card,for other purposes,MAR 2021,139.0,value_b,Plastic cards
Credit card,for purchasing purpose,MAR 2021,117.0,value_b,Plastic cards
Credit card,for other purposes,MAR 2021,48.0,value_b,Plastic cards
ATM card,for cash withdrawal,FEB 2021,36.0,value_b,Plastic cards
ATM card,for other purposes,FEB 2021,7.0,value_b,Plastic cards
Debit card,for cash withdrawal,FEB 2021,455.0,value_b,Plastic cards
Debit card,for purchasing purpose via EFTPOS,FEB 2021,13.0,value_b,Plastic cards
Debit card,for other purposes,FEB 2021,130.0,value_b,Plastic cards
Credit card,for purchasing purpose,FEB 2021,96.0,value_b,Plastic cards
Credit card,for other purposes,FEB 2021,39.0,value_b,Plastic cards
ATM card,for cash withdrawal,JAN 2021,38.0,value_b,Plastic cards
ATM card,for other purposes,JAN 2021,7.0,value_b,Plastic cards
Debit card,for cash withdrawal,JAN 2021,444.0,value_b,Plastic cards
Debit card,for purchasing purpose via EFTPOS,JAN 2021,14.0,value_b,Plastic cards
Debit card,for other purposes,JAN 2021,135.0,value_b,Plastic cards
Credit card,for purchasing purpose,JAN 2021,99.0,value_b,Plastic cards
Credit card,for other purposes,JAN 2021,41.0,value_b,Plastic cards
ATM card,for cash withdrawal,DEC 2020,29.0,value_b,Plastic cards
ATM card,for other purposes,DEC 2020,6.0,value_b,Plastic cards
Debit card,for cash withdrawal,DEC 2020,527.0,value_b,Plastic cards
Debit card,for purchasing purpose via EFTPOS,DEC 2020,16.0,value_b,Plastic cards
Debit card,for other purposes,DEC 2020,155.0,value_b,Plastic cards
Credit card,for purchasing purpose,DEC 2020,136.0,value_b,Plastic cards
Credit card,for other purposes,DEC 2020,63.0,value_b,Plastic cards
ATM card,for cash withdrawal,NOV 2020,32.0,value_b,Plastic cards
ATM card,for other purposes,NOV 2020,6.0,value_b,Plastic cards
Debit card,for cash withdrawal,NOV 2020,470.0,value_b,Plastic cards
Debit card,for purchasing purpose via EFTPOS,NOV 2020,14.0,value_b,Plastic cards
Debit card,for other purposes,NOV 2020,141.0,value_b,Plastic cards
Credit card,for purchasing purpose,NOV 2020,115.0,value_b,Plastic cards
Credit card,for other purposes,NOV 2020,45.0,value_b,Plastic cards
ATM card,for cash withdrawal,OCT 2020,29.0,value_b,Plastic cards
ATM card,for other purposes,OCT 2020,6.0,value_b,Plastic cards
Debit card,for cash withdrawal,OCT 2020,481.0,value_b,Plastic cards
Debit card,for purchasing purpose via EFTPOS,OCT 2020,14.0,value_b,Plastic cards
Debit card,for other purposes,OCT 2020,141.0,value_b,Plastic cards
Credit card,for purchasing purpose,OCT 2020,107.0,value_b,Plastic cards
Credit card,for other purposes,OCT 2020,42.0,value_b,Plastic cards
ATM card,for cash withdrawal,SEP 2020,30.0,value_b,Plastic cards
ATM card,for other purposes,SEP 2020,7.0,value_b,Plastic cards
Debit card,for cash withdrawal,SEP 2020,473.0,value_b,Plastic cards
Debit card,for purchasing purpose via EFTPOS,SEP 2020,14.0,value_b,Plastic cards
Debit card,for other purposes,SEP 2020,140.0,value_b,Plastic cards
Credit card,for purchasing purpose,SEP 2020,104.0,value_b,Plastic cards
Credit card,for other purposes,SEP 2020,42.0,value_b,Plastic cards
ATM card,for cash withdrawal,AUG 2020,34.0,value_b,Plastic cards
ATM card,for other purposes,AUG 2020,6.0,value_b,Plastic cards
Debit card,for cash withdrawal,AUG 2020,489.0,value_b,Plastic cards
Debit card,for purchasing purpose via EFTPOS,AUG 2020,15.0,value_b,Plastic cards
Debit card,for other purposes,AUG 2020,148.0,value_b,Plastic cards
Credit card,for purchasing purpose,AUG 2020,110.0,value_b,Plastic cards
Credit card,for other purposes,AUG 2020,41.0,value_b,Plastic cards
ATM card,for cash withdrawal,JUL 2020,50.0,value_b,Plastic cards
ATM card,for other purposes,JUL 2020,7.0,value_b,Plastic cards
Debit card,for cash withdrawal,JUL 2020,508.0,value_b,Plastic cards
Debit card,for purchasing purpose via EFTPOS,JUL 2020,15.0,value_b,Plastic cards
Debit card,for other purposes,JUL 2020,151.0,value_b,Plastic cards
Credit card,for purchasing purpose,JUL 2020,108.0,value_b,Plastic cards
Credit card,for other purposes,JUL 2020,40.0,value_b,Plastic cards
ATM card,for cash withdrawal,JUN 2020,51.0,value_b,Plastic cards
ATM card,for other purposes,JUN 2020,7.0,value_b,Plastic cards
Debit card,for cash withdrawal,JUN 2020,501.0,value_b,Plastic cards
Debit card,for purchasing purpose via EFTPOS,JUN 2020,14.0,value_b,Plastic cards
Debit card,for other purposes,JUN 2020,145.0,value_b,Plastic cards
Credit card,for purchasing purpose,JUN 2020,105.0,value_b,Plastic cards
Credit card,for other purposes,JUN 2020,41.0,value_b,Plastic cards
ATM card,for cash withdrawal,MAY 2020,45.0,value_b,Plastic cards
ATM card,for other purposes,MAY 2020,5.0,value_b,Plastic cards
Debit card,for cash withdrawal,MAY 2020,479.0,value_b,Plastic cards
Debit card,for purchasing purpose via EFTPOS,MAY 2020,12.0,value_b,Plastic cards
Debit card,for other purposes,MAY 2020,138.0,value_b,Plastic cards
Credit card,for purchasing purpose,MAY 2020,82.0,value_b,Plastic cards
Credit card,for other purposes,MAY 2020,37.0,value_b,Plastic cards
ATM card,for cash withdrawal,APR 2020,26.0,value_b,Plastic cards
ATM card,for other purposes,APR 2020,5.0,value_b,Plastic cards
Debit card,for cash withdrawal,APR 2020,408.0,value_b,Plastic cards
Debit card,for purchasing purpose via EFTPOS,APR 2020,9.0,value_b,Plastic cards
Debit card,for other purposes,APR 2020,122.0,value_b,Plastic cards
Credit card,for purchasing purpose,APR 2020,65.0,value_b,Plastic cards
Credit card,for other purposes,APR 2020,34.0,value_b,Plastic cards
ATM card,for cash withdrawal,MAR 2020,33.0,value_b,Plastic cards
ATM card,for other purposes,MAR 2020,7.0,value_b,Plastic cards
Debit card,for cash withdrawal,MAR 2020,533.0,value_b,Plastic cards
Debit card,for purchasing purpose via EFTPOS,MAR 2020,16.0,value_b,Plastic cards
Debit card,for other purposes,MAR 2020,163.0,value_b,Plastic cards
Credit card,for purchasing purpose,MAR 2020,110.0,value_b,Plastic cards
Credit card,for other purposes,MAR 2020,45.0,value_b,Plastic cards
ATM card,for cash withdrawal,FEB 2020,30.0,value_b,Plastic cards
ATM card,for other purposes,FEB 2020,7.0,value_b,Plastic cards
Debit card,for cash withdrawal,FEB 2020,548.0,value_b,Plastic cards
Debit card,for purchasing purpose via EFTPOS,FEB 2020,18.0,value_b,Plastic cards
Debit card,for other purposes,FEB 2020,167.0,value_b,Plastic cards
Credit card,for purchasing purpose,FEB 2020,124.0,value_b,Plastic cards
Credit card,for other purposes,FEB 2020,46.0,value_b,Plastic cards
ATM card,for cash withdrawal,JAN 2020,38.0,value_b,Plastic cards
ATM card,for other purposes,JAN 2020,8.0,value_b,Plastic cards
Debit card,for cash withdrawal,JAN 2020,555.0,value_b,Plastic cards
Debit card,for purchasing purpose via EFTPOS,JAN 2020,23.0,value_b,Plastic cards
Debit card,for other purposes,JAN 2020,173.0,value_b,Plastic cards
Credit card,for purchasing purpose,JAN 2020,143.0,value_b,Plastic cards
Credit card,for other purposes,JAN 2020,50.0,value_b,Plastic cards
