PaymentType,SystemType,ChannelType,MonthYear,M_Value,MeasureName,TransType
e-Payments,Inhouse Funds Transfer,ATM,MAR 2015,24744.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,MAR 2015,27026.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,MAR 2015,4788.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,MAR 2015,34129.0,volume_k,Transactions processed
e-Payments,e-Money,,MAR 2015,73619.0,volume_k,Transactions processed
Cheque,Inhouse,,APR 2015,4480.0,volume_k,Transactions processed
Cheque,Interbank,,APR 2015,5897.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,APR 2015,269.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,APR 2015,18311.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,APR 2015,7928.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),APR 2015,3539.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,APR 2015,11061.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,APR 2015,5248.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,APR 2015,727.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,APR 2015,21015.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,APR 2015,25691.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,APR 2015,4534.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,APR 2015,32729.0,volume_k,Transactions processed
e-Payments,e-Money,,APR 2015,69186.0,volume_k,Transactions processed
Cheque,Inhouse,,MAY 2015,4224.0,volume_k,Transactions processed
Cheque,Interbank,,MAY 2015,5685.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,MAY 2015,278.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,MAY 2015,17844.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,MAY 2015,7379.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),MAY 2015,4390.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,MAY 2015,11616.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,MAY 2015,5943.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,MAY 2015,758.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,MAY 2015,23829.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,MAY 2015,27815.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,MAY 2015,4628.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,MAY 2015,32749.0,volume_k,Transactions processed
e-Payments,e-Money,,MAY 2015,71526.0,volume_k,Transactions processed
Cheque,Inhouse,,JUN 2015,4378.0,volume_k,Transactions processed
Cheque,Interbank,,JUN 2015,6433.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JUN 2015,298.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,JUN 2015,17916.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,JUN 2015,8281.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JUN 2015,3267.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JUN 2015,12888.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JUN 2015,6143.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JUN 2015,842.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JUN 2015,23116.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JUN 2015,28550.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,JUN 2015,4697.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,JUN 2015,33903.0,volume_k,Transactions processed
e-Payments,e-Money,,JUN 2015,71056.0,volume_k,Transactions processed
Cheque,Inhouse,,JUL 2015,4157.0,volume_k,Transactions processed
Cheque,Interbank,,JUL 2015,5955.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JUL 2015,295.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,JUL 2015,18615.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,JUL 2015,8033.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JUL 2015,3155.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JUL 2015,12782.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JUL 2015,6559.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JUL 2015,825.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JUL 2015,24013.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JUL 2015,29608.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,JUL 2015,4777.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,JUL 2015,34240.0,volume_k,Transactions processed
e-Payments,e-Money,,JUL 2015,75884.0,volume_k,Transactions processed
Cheque,Inhouse,,AUG 2015,3982.0,volume_k,Transactions processed
Cheque,Interbank,,AUG 2015,5778.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,AUG 2015,292.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,AUG 2015,17975.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,AUG 2015,7840.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),AUG 2015,3273.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,AUG 2015,12585.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,AUG 2015,6961.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,AUG 2015,816.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,AUG 2015,24277.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,AUG 2015,31596.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,AUG 2015,4868.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,AUG 2015,34552.0,volume_k,Transactions processed
e-Payments,e-Money,,AUG 2015,78260.0,volume_k,Transactions processed
Cheque,Inhouse,,SEP 2015,4465.0,volume_k,Transactions processed
Cheque,Interbank,,SEP 2015,5978.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,SEP 2015,300.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,SEP 2015,19587.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,SEP 2015,8343.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),SEP 2015,4386.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,SEP 2015,12720.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,SEP 2015,7168.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,SEP 2015,862.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,SEP 2015,24010.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,SEP 2015,32636.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,SEP 2015,4720.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,SEP 2015,32797.0,volume_k,Transactions processed
e-Payments,e-Money,,SEP 2015,75447.0,volume_k,Transactions processed
Cheque,Inhouse,,OCT 2015,3729.0,volume_k,Transactions processed
Cheque,Interbank,,OCT 2015,5493.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,OCT 2015,296.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,OCT 2015,18414.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,OCT 2015,7896.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),OCT 2015,3199.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,OCT 2015,12470.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,OCT 2015,7793.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,OCT 2015,850.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,OCT 2015,24799.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,OCT 2015,35499.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,OCT 2015,5055.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,OCT 2015,34734.0,volume_k,Transactions processed
e-Payments,e-Money,,OCT 2015,77863.0,volume_k,Transactions processed
Cheque,Inhouse,,NOV 2015,3831.0,volume_k,Transactions processed
Cheque,Interbank,,NOV 2015,5924.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,NOV 2015,278.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,NOV 2015,17997.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,NOV 2015,8625.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),NOV 2015,3310.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,NOV 2015,12906.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,NOV 2015,8026.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,NOV 2015,863.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,NOV 2015,23896.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,NOV 2015,36347.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,NOV 2015,5207.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,NOV 2015,34878.0,volume_k,Transactions processed
e-Payments,e-Money,,NOV 2015,77128.0,volume_k,Transactions processed
Cheque,Inhouse,,DEC 2015,4064.0,volume_k,Transactions processed
Cheque,Interbank,,DEC 2015,5763.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,DEC 2015,302.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,DEC 2015,19163.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,DEC 2015,8449.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),DEC 2015,3592.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,DEC 2015,12475.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,DEC 2015,8780.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,DEC 2015,849.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,DEC 2015,24828.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,DEC 2015,39358.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,DEC 2015,5764.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,DEC 2015,38415.0,volume_k,Transactions processed
e-Payments,e-Money,,DEC 2015,78683.0,volume_k,Transactions processed
Cheque,Inhouse,,JAN 2016,3447.0,volume_k,Transactions processed
Cheque,Interbank,,JAN 2016,5336.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JAN 2016,281.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,JAN 2016,18677.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,JAN 2016,8090.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JAN 2016,3295.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JAN 2016,11211.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JAN 2016,8483.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JAN 2016,773.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JAN 2016,23229.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JAN 2016,38566.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,JAN 2016,5666.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,JAN 2016,35440.0,volume_k,Transactions processed
e-Payments,e-Money,,JAN 2016,77381.0,volume_k,Transactions processed
Cheque,Inhouse,,FEB 2016,4540.0,volume_k,Transactions processed
Cheque,Interbank,,FEB 2016,6243.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,FEB 2016,287.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,FEB 2016,19172.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,FEB 2016,8643.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),FEB 2016,3380.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,FEB 2016,12831.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,FEB 2016,9048.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,FEB 2016,835.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,FEB 2016,23265.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,FEB 2016,40696.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,FEB 2016,5387.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,FEB 2016,34639.0,volume_k,Transactions processed
e-Payments,e-Money,,FEB 2016,79110.0,volume_k,Transactions processed
Cheque,Inhouse,,MAR 2016,5170.0,volume_k,Transactions processed
Cheque,Interbank,,MAR 2016,6702.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,MAR 2016,341.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,MAR 2016,19555.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,MAR 2016,9311.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),MAR 2016,3589.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,MAR 2016,12722.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,MAR 2016,10317.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,MAR 2016,881.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,MAR 2016,24556.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,MAR 2016,46702.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,MAR 2016,5800.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,MAR 2016,36510.0,volume_k,Transactions processed
e-Payments,e-Money,,MAR 2016,86649.0,volume_k,Transactions processed
Cheque,Inhouse,,APR 2016,4094.0,volume_k,Transactions processed
Cheque,Interbank,,APR 2016,5304.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,APR 2016,295.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,APR 2016,18673.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,APR 2016,8077.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),APR 2016,3940.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,APR 2016,10434.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,APR 2016,9747.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,APR 2016,698.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,APR 2016,20650.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,APR 2016,44311.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,APR 2016,5584.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,APR 2016,36223.0,volume_k,Transactions processed
e-Payments,e-Money,,APR 2016,81716.0,volume_k,Transactions processed
Cheque,Inhouse,,MAY 2016,4242.0,volume_k,Transactions processed
Cheque,Interbank,,MAY 2016,6222.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,MAY 2016,312.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,MAY 2016,18458.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,MAY 2016,8844.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),MAY 2016,5156.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,MAY 2016,12271.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,MAY 2016,10995.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,MAY 2016,797.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,MAY 2016,22728.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,MAY 2016,49236.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,MAY 2016,5851.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,MAY 2016,37209.0,volume_k,Transactions processed
e-Payments,e-Money,,MAY 2016,85307.0,volume_k,Transactions processed
Cheque,Inhouse,,JUN 2016,4194.0,volume_k,Transactions processed
Cheque,Interbank,,JUN 2016,5907.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JUN 2016,336.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,JUN 2016,18462.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,JUN 2016,8703.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JUN 2016,3826.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JUN 2016,11825.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JUN 2016,11798.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JUN 2016,815.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JUN 2016,21948.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JUN 2016,53037.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,JUN 2016,5926.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,JUN 2016,35555.0,volume_k,Transactions processed
e-Payments,e-Money,,JUN 2016,86180.0,volume_k,Transactions processed
Cheque,Inhouse,,JUL 2016,3605.0,volume_k,Transactions processed
Cheque,Interbank,,JUL 2016,5101.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JUL 2016,297.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,JUL 2016,18231.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,JUL 2016,8268.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JUL 2016,3494.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JUL 2016,11177.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JUL 2016,12933.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JUL 2016,734.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JUL 2016,22608.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JUL 2016,57131.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,JUL 2016,6308.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,JUL 2016,37390.0,volume_k,Transactions processed
e-Payments,e-Money,,JUL 2016,89048.0,volume_k,Transactions processed
Cheque,Inhouse,,AUG 2016,4288.0,volume_k,Transactions processed
Cheque,Interbank,,AUG 2016,6190.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,AUG 2016,336.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,AUG 2016,18834.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,AUG 2016,9046.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),AUG 2016,3852.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,AUG 2016,12590.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,AUG 2016,13813.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,AUG 2016,870.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,AUG 2016,22575.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,AUG 2016,60776.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,AUG 2016,6449.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,AUG 2016,37635.0,volume_k,Transactions processed
e-Payments,e-Money,,AUG 2016,96798.0,volume_k,Transactions processed
Cheque,Inhouse,,SEP 2016,3985.0,volume_k,Transactions processed
Cheque,Interbank,,SEP 2016,5791.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,SEP 2016,335.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,SEP 2016,20245.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,SEP 2016,8805.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),SEP 2016,4963.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,SEP 2016,11772.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,SEP 2016,13800.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,SEP 2016,842.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,SEP 2016,21789.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,SEP 2016,60740.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,SEP 2016,6233.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,SEP 2016,35546.0,volume_k,Transactions processed
e-Payments,e-Money,,SEP 2016,93882.0,volume_k,Transactions processed
Cheque,Inhouse,,OCT 2016,3716.0,volume_k,Transactions processed
Cheque,Interbank,,OCT 2016,5453.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,OCT 2016,322.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,OCT 2016,18303.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,OCT 2016,8637.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),OCT 2016,3524.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,OCT 2016,11757.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,OCT 2016,14954.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,OCT 2016,815.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,OCT 2016,23077.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,OCT 2016,65711.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,OCT 2016,6719.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,OCT 2016,38331.0,volume_k,Transactions processed
e-Payments,e-Money,,OCT 2016,93019.0,volume_k,Transactions processed
Cheque,Inhouse,,NOV 2016,3941.0,volume_k,Transactions processed
Cheque,Interbank,,NOV 2016,5631.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,NOV 2016,338.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,NOV 2016,19266.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,NOV 2016,8716.0,volume_k,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),NOV 2016,3785.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,NOV 2016,11590.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,NOV 2016,15317.0,volume_k,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,NOV 2016,835.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,NOV 2016,21951.0,volume_k,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,NOV 2016,68440.0,volume_k,Transactions processed
e-Payments,Payment cards,Debit card,NOV 2016,6724.0,volume_k,Transactions processed
e-Payments,Payment cards,Credit card,NOV 2016,37181.0,volume_k,Transactions processed
e-Payments,e-Money,,NOV 2016,102147.0,volume_k,Transactions processed
Cheque,Inhouse,,DEC 2016,4087.0,volume_k,Transactions processed
Cheque,Interbank,,DEC 2016,5565.0,volume_k,Transactions processed
e-Payments,BAHTNET - 3rd Party,,DEC 2016,339.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct credit,DEC 2016,20950.0,volume_k,Transactions processed
e-Payments,Bulk Payment,Direct debit,DEC 2016,8895.0,volume_k,Transactions processed
