PaymentType,SystemType,ChannelType,MonthYear,M_Value,MeasureName,TransType
e-Payments,Inhouse Funds Transfer,ATM,APR 2018,172.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,APR 2018,2857.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,APR 2018,20.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,APR 2018,139.0,value_b,Transactions processed
e-Payments,e-Money,,APR 2018,14.0,value_b,Transactions processed
Cheque,Inhouse,,MAY 2018,2045.0,value_b,Transactions processed
Cheque,Interbank,,MAY 2018,3007.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,MAY 2018,26449.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,MAY 2018,1631.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,MAY 2018,658.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),MAY 2018,313.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,MAY 2018,54.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,MAY 2018,461.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,MAY 2018,13.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,MAY 2018,180.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,MAY 2018,3045.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,MAY 2018,21.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,MAY 2018,139.0,value_b,Transactions processed
e-Payments,e-Money,,MAY 2018,15.0,value_b,Transactions processed
Cheque,Inhouse,,JUN 2018,1844.0,value_b,Transactions processed
Cheque,Interbank,,JUN 2018,3006.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JUN 2018,27383.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,JUN 2018,1764.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,JUN 2018,650.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JUN 2018,277.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JUN 2018,49.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JUN 2018,502.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JUN 2018,11.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JUN 2018,168.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JUN 2018,3122.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,JUN 2018,21.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,JUN 2018,139.0,value_b,Transactions processed
e-Payments,e-Money,,JUN 2018,15.0,value_b,Transactions processed
Cheque,Inhouse,,JUL 2018,1703.0,value_b,Transactions processed
Cheque,Interbank,,JUL 2018,2808.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JUL 2018,22961.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,JUL 2018,1550.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,JUL 2018,627.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JUL 2018,270.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JUL 2018,49.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JUL 2018,549.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JUL 2018,11.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JUL 2018,168.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JUL 2018,3038.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,JUL 2018,22.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,JUL 2018,142.0,value_b,Transactions processed
e-Payments,e-Money,,JUL 2018,16.0,value_b,Transactions processed
Cheque,Inhouse,,AUG 2018,1981.0,value_b,Transactions processed
Cheque,Interbank,,AUG 2018,3016.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,AUG 2018,26107.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,AUG 2018,1593.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,AUG 2018,667.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),AUG 2018,297.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,AUG 2018,49.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,AUG 2018,590.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,AUG 2018,12.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,AUG 2018,170.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,AUG 2018,3254.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,AUG 2018,22.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,AUG 2018,143.0,value_b,Transactions processed
e-Payments,e-Money,,AUG 2018,16.0,value_b,Transactions processed
Cheque,Inhouse,,SEP 2018,1858.0,value_b,Transactions processed
Cheque,Interbank,,SEP 2018,2813.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,SEP 2018,23235.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,SEP 2018,1677.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,SEP 2018,653.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),SEP 2018,312.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,SEP 2018,46.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,SEP 2018,604.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,SEP 2018,11.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,SEP 2018,152.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,SEP 2018,3185.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,SEP 2018,20.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,SEP 2018,137.0,value_b,Transactions processed
e-Payments,e-Money,,SEP 2018,17.0,value_b,Transactions processed
Cheque,Inhouse,,OCT 2018,2308.0,value_b,Transactions processed
Cheque,Interbank,,OCT 2018,2966.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,OCT 2018,24687.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,OCT 2018,1932.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,OCT 2018,643.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),OCT 2018,336.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,OCT 2018,46.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,OCT 2018,670.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,OCT 2018,12.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,OCT 2018,151.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,OCT 2018,3539.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,OCT 2018,18.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,OCT 2018,129.0,value_b,Transactions processed
e-Payments,e-Money,,OCT 2018,20.0,value_b,Transactions processed
Cheque,Inhouse,,NOV 2018,1713.0,value_b,Transactions processed
Cheque,Interbank,,NOV 2018,2885.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,NOV 2018,24740.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,NOV 2018,1653.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,NOV 2018,566.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),NOV 2018,280.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,NOV 2018,43.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,NOV 2018,706.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,NOV 2018,12.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,NOV 2018,136.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,NOV 2018,3286.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,NOV 2018,20.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,NOV 2018,130.0,value_b,Transactions processed
e-Payments,e-Money,,NOV 2018,22.0,value_b,Transactions processed
Cheque,Inhouse,,DEC 2018,1851.0,value_b,Transactions processed
Cheque,Interbank,,DEC 2018,2907.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,DEC 2018,22195.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,DEC 2018,1706.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,DEC 2018,513.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),DEC 2018,306.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,DEC 2018,46.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,DEC 2018,807.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,DEC 2018,11.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,DEC 2018,135.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,DEC 2018,3365.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,DEC 2018,22.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,DEC 2018,155.0,value_b,Transactions processed
e-Payments,e-Money,,DEC 2018,31.0,value_b,Transactions processed
Cheque,Inhouse,,JAN 2019,1537.0,value_b,Transactions processed
Cheque,Interbank,,JAN 2019,2954.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JAN 2019,24391.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,JAN 2019,1784.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,JAN 2019,612.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JAN 2019,299.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JAN 2019,41.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JAN 2019,793.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JAN 2019,11.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JAN 2019,121.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JAN 2019,3130.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,JAN 2019,23.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,JAN 2019,155.0,value_b,Transactions processed
e-Payments,e-Money,,JAN 2019,23.0,value_b,Transactions processed
Cheque,Inhouse,,FEB 2019,1375.0,value_b,Transactions processed
Cheque,Interbank,,FEB 2019,2580.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,FEB 2019,22229.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,FEB 2019,1582.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,FEB 2019,545.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),FEB 2019,294.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,FEB 2019,38.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,FEB 2019,794.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,FEB 2019,10.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,FEB 2019,110.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,FEB 2019,3105.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,FEB 2019,23.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,FEB 2019,140.0,value_b,Transactions processed
e-Payments,e-Money,,FEB 2019,21.0,value_b,Transactions processed
Cheque,Inhouse,,MAR 2019,1548.0,value_b,Transactions processed
Cheque,Interbank,,MAR 2019,2902.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,MAR 2019,29051.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,MAR 2019,1642.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,MAR 2019,554.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),MAR 2019,350.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,MAR 2019,40.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,MAR 2019,925.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,MAR 2019,11.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,MAR 2019,113.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,MAR 2019,3327.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,MAR 2019,23.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,MAR 2019,155.0,value_b,Transactions processed
e-Payments,e-Money,,MAR 2019,23.0,value_b,Transactions processed
Cheque,Inhouse,,APR 2019,1405.0,value_b,Transactions processed
Cheque,Interbank,,APR 2019,2800.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,APR 2019,26648.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,APR 2019,1686.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,APR 2019,517.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),APR 2019,326.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,APR 2019,35.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,APR 2019,881.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,APR 2019,11.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,APR 2019,98.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,APR 2019,3250.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,APR 2019,21.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,APR 2019,152.0,value_b,Transactions processed
e-Payments,e-Money,,APR 2019,22.0,value_b,Transactions processed
Cheque,Inhouse,,MAY 2019,1471.0,value_b,Transactions processed
Cheque,Interbank,,MAY 2019,2970.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,MAY 2019,28469.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,MAY 2019,1742.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,MAY 2019,605.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),MAY 2019,368.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,MAY 2019,36.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,MAY 2019,1001.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,MAY 2019,11.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,MAY 2019,98.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,MAY 2019,3489.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,MAY 2019,20.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,MAY 2019,148.0,value_b,Transactions processed
e-Payments,e-Money,,MAY 2019,25.0,value_b,Transactions processed
Cheque,Inhouse,,JUN 2019,1606.0,value_b,Transactions processed
Cheque,Interbank,,JUN 2019,2784.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JUN 2019,26182.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,JUN 2019,1680.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,JUN 2019,575.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JUN 2019,303.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JUN 2019,34.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JUN 2019,1024.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JUN 2019,10.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JUN 2019,81.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JUN 2019,3419.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,JUN 2019,20.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,JUN 2019,146.0,value_b,Transactions processed
e-Payments,e-Money,,JUN 2019,19.0,value_b,Transactions processed
Cheque,Inhouse,,JUL 2019,1489.0,value_b,Transactions processed
Cheque,Interbank,,JUL 2019,2897.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JUL 2019,26178.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,JUL 2019,1753.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,JUL 2019,611.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JUL 2019,318.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JUL 2019,33.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JUL 2019,1109.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JUL 2019,11.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JUL 2019,86.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JUL 2019,3528.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,JUL 2019,20.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,JUL 2019,156.0,value_b,Transactions processed
e-Payments,e-Money,,JUL 2019,20.0,value_b,Transactions processed
Cheque,Inhouse,,AUG 2019,1456.0,value_b,Transactions processed
Cheque,Interbank,,AUG 2019,2800.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,AUG 2019,27957.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,AUG 2019,1727.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,AUG 2019,706.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),AUG 2019,319.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,AUG 2019,32.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,AUG 2019,1172.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,AUG 2019,10.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,AUG 2019,85.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,AUG 2019,3415.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,AUG 2019,22.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,AUG 2019,153.0,value_b,Transactions processed
e-Payments,e-Money,,AUG 2019,29.0,value_b,Transactions processed
Cheque,Inhouse,,SEP 2019,1563.0,value_b,Transactions processed
Cheque,Interbank,,SEP 2019,2902.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,SEP 2019,27341.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,SEP 2019,1846.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,SEP 2019,620.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),SEP 2019,374.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,SEP 2019,30.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,SEP 2019,1176.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,SEP 2019,10.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,SEP 2019,77.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,SEP 2019,3364.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,SEP 2019,19.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,SEP 2019,151.0,value_b,Transactions processed
e-Payments,e-Money,,SEP 2019,30.0,value_b,Transactions processed
Cheque,Inhouse,,OCT 2019,1469.0,value_b,Transactions processed
Cheque,Interbank,,OCT 2019,2781.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,OCT 2019,25781.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,OCT 2019,2003.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,OCT 2019,582.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),OCT 2019,314.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,OCT 2019,31.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,OCT 2019,1257.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,OCT 2019,10.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,OCT 2019,78.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,OCT 2019,3533.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,OCT 2019,20.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,OCT 2019,160.0,value_b,Transactions processed
e-Payments,e-Money,,OCT 2019,22.0,value_b,Transactions processed
Cheque,Inhouse,,NOV 2019,1700.0,value_b,Transactions processed
Cheque,Interbank,,NOV 2019,2606.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,NOV 2019,25846.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,NOV 2019,1696.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,NOV 2019,586.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),NOV 2019,303.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,NOV 2019,30.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,NOV 2019,1283.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,NOV 2019,10.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,NOV 2019,75.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,NOV 2019,3325.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,NOV 2019,20.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,NOV 2019,163.0,value_b,Transactions processed
e-Payments,e-Money,,NOV 2019,23.0,value_b,Transactions processed
Cheque,Inhouse,,DEC 2019,1725.0,value_b,Transactions processed
Cheque,Interbank,,DEC 2019,2927.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,DEC 2019,28860.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,DEC 2019,1679.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,DEC 2019,538.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),DEC 2019,357.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,DEC 2019,33.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,DEC 2019,1441.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,DEC 2019,10.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,DEC 2019,84.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,DEC 2019,3668.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,DEC 2019,22.0,value_b,Transactions processed
e-Payments,Payment cards,Credit card,DEC 2019,203.0,value_b,Transactions processed
e-Payments,e-Money,,DEC 2019,25.0,value_b,Transactions processed
Cheque,Inhouse,,JAN 2020,1403.0,value_b,Transactions processed
Cheque,Interbank,,JAN 2020,2765.0,value_b,Transactions processed
e-Payments,BAHTNET - 3rd Party,,JAN 2020,29829.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct credit,JAN 2020,1826.0,value_b,Transactions processed
e-Payments,Bulk Payment,Direct debit,JAN 2020,604.0,value_b,Transactions processed
e-Payments,Bulk Payment,ITMX Bulk Payment (SMART),JAN 2020,344.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),ATM,JAN 2020,28.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Internet/Mobile Phone,JAN 2020,1386.0,value_b,Transactions processed
e-Payments,Interbank Funds Transfer (Online Retail Funds Transfer: ORFT),Counter,JAN 2020,10.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,ATM,JAN 2020,72.0,value_b,Transactions processed
e-Payments,Inhouse Funds Transfer,Internet/Mobile/Telephone,JAN 2020,3588.0,value_b,Transactions processed
e-Payments,Payment cards,Debit card,JAN 2020,24.0,value_b,Transactions processed
